"species_profile.id","species_profile.binomial","species_profile.common_name","species_profile.iucn_status","species_profile.global_population","species_profile.local_abundance","species_profile.in_primary","species_profile.in_logged","species_profile.in_plantation","species_profile.animal_facts","species_profile.where_do_they_live","species_profile.habitat","species_profile.what_do_they_eat","species_profile.who_eats_them","species_profile.threatened_by","species_profile.image_link","species_profile.image_href","species_profile.image_title","species_profile.google_scholar_link","species_profile.wikipedia_link","species_profile.eol_link","species_profile.iucn_link","species_profile.arkive_link","species_profile.gbif_link"
24,"Tragulus kanchil","Lesser Mouse Deer","Least Concern","unknown","sometimes seen",TRUE,TRUE,TRUE,"Also known as the Lesser Malay Chevrotain and the Lesser Oriental Chevrotain.  It is the smallest known hoofed mammal, at a mature size as little as around 45 cm (18 inches) and 2 kg (4.4 lb). Lesser mouse deer have soft reddish-brown fur marked with a pattern of pale spots or stripes running along the sides of the neck and a pale-colored underside. Unlike deer, the males have no antlers, but do sport a pair of canine teeth that can be seen projecting downward from the upper jaw like two tiny tusks. Males make use of their teeth to defend themselves and their mates against rivals.
These tiny browsers are crepuscular feeders, meaning that they prefer being active in the dim light of dusk and dawn. In their forest home, mouse deer travel along paths which resemble tunnels of thick vegetation leading to resting places and feeding areas. Males are very territorial and they regularly mark their territories with scent glands found under their chins.
Female mouse deer may give birth to a single fawn at any time of year. Like other hoofed animals, newborn fawns are precocial and stand within thirty minutes of being born. The does wean their fawns at around twelve weeks. The fawns can breed at five to six months, and may live for twelve years.
Sang kancil (pronounced: Kahn-cheel), the diminutive but wise mouse deer, holds a place of pride in Malay and Indonesian folklore. The tiny hero is cunning and intelligent, and able to prevail over larger tyrants and foes. In these tales, the only thing “lesser” about the lesser mouse deer is his size.","Brunei Darussalam; Cambodia; Indonesia; Lao People’s Democratic Republic; Malaysia; Myanmar; Singapore; Thailand; Vietnam.","Lowland/foothill primary and secondary forests as well as cultivated areas up to 600 m in elevation (Semiadi and Boeadi pers. comm.). The habitat of this species is a mosaic of riverine, seasonal swamp and dry undulating country, vegetated predominantly by legumes and dipterocarps. In Sabah, they also inhabit mangrove forest.","Shoots, young leaves, fungi and fallen fruits in the tall forest of the lowlands.","The natural predators of the lesser mouse deer include crocodiles, snakes, birds of prey and all forest cats. They are taken by humans throughout most of their range for meat and skins.","Trade, hunting and habitat loss and destruction.","http://farm4.staticflickr.com/3191/2799104596_87962e0c32.jpg","http://www.flickr.com/photos/29366805@N07/2799104596/","3557/ Mindre mushjort / Lesser Mouse-deer (Tragulus kanchil) by zooadmin, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q= tragulus +kanchil&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Lesser_mouse-deer","http://eol.org/pages/328339/overview","http://www.iucnredlist.org/details/136297/0","","http://data.gbif.org/species/7098827/"
25,"Macaca fascicularis","Long Tailed Macaque","Least Concern","decreasing","often seen",FALSE,TRUE,FALSE,"Also named the crab eating macaque. They have pinkish-brown faces and the fur on their heads sweeps back over their forehead, often creating a crest of hair on the top of their heads. Males have mustaches and cheek whiskers that frame their faces while females have beards as well as cheek whiskers. Both males and females have white coloration on the eyelids near the nose. The defining characteristic, for which they are named, is their extraordinarily long tail that is almost always longer than their height from head to rump, and ranges in length between 400 and 655 mm (1.31 and 2.15 ft). These macaques are primarily arboreal and can leap distances between trees up to five meters.
Long-tailed macaques sleep in trees along the river and are particular about choosing their roosting sites. Each group sleeps in its own tree and individuals huddle together when they sleep to maintain body temperature. They sleep toward the edge of the branches near the top or crown of the tree and preferentially choose branches that overhang the river. Long-tailed macaques are excellent swimmers, and this may be a predator avoidance technique: if they are threatened, they simply can escape by dropping to the water and swimming to safe.
Reproductive output is linked to dominance status among female long-tailed macaques. Sexual maturity in females is reached at four years of age, males at 7. About 80% of the infants born into a long-tailed macaque group are sired by the alpha male. Females give birth to singletons and the interbirth interval averages 18 months.","Bangladesh; Brunei Darussalam; Cambodia; India (Andaman Is., Nicobar Is.); Indonesia; Lao People’s Democratic Republic; Malaysia; Myanmar; Philippines; Singapore; Thailand; Timor-Leste; Vietnam.","The species is extremely tolerant of a range of habitats, including mangrove and swamp forests, and can be found in agricultural areas near forest (secondary growth, secondary forest, and primary forest).","Fruit, insects, stems, young and mature leaves, flowers, seeds, grass, mushrooms, invertebrates, bird eggs, clay and bark. crabs and have also been seen eating frogs, shrimp and octopus.","Pythons, monitor lizards, raptors, large cats, and, in some areas, feral dogs.","In mainland Southeast Asia, such as in Cambodia and Viet Nam, females are taken into breeding facilities and males are exported internationally primarily for use in laboratory research. A potential related issue is the release of confiscated long-tailed macaques from the border area of Viet Nam and China (which is where most of the current international trade is being recorded) into the native range of other macaque species. In the Philippines, the species is subject to a high level of hunting, where it is taken for local consumption and hunted for sport. It is also persecuted as a pest. Habitat loss is also a localised threat, but the species can persist in a variety of habitats and very adaptable.","http://farm7.staticflickr.com/6030/6010472103_0c00744eea.jpg","http://www.flickr.com/photos/joachim_s_mueller/6010472103/","macaca fascicularis by Joachim S. Müller, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=macaca+fascicularis&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Crab-eating_macaque","http://eol.org/pages/327959/overview","http://www.iucnredlist.org/details/12551/0","http://www.arkive.org/crab-eating-macaque/macaca-fascicularis/","http://data.gbif.org/species/2436603/"
26,"Trichys fasciculata","Long Tailed Porcupine","Least Concern","stable","rarely seen",FALSE,TRUE,FALSE,"These porcupines ranges in color from brownish-yellow to nearly black. Their
bodies are about 18 inches long and are covered with thick, sharp quills, which are longer
and lighter in color than their fur. Their long tails are also quilled, but have bare tips for
better grip. Both hind- and forefeet have four digits with long curved claws for climbing.
They have a bald, bulbous nose which aids their excellent sense of smell; however, they
have poor vision.
The long tailed porcupines are arboreal, spending most of their time climbing among the
treetops in their forest homes. They are nocturnal, spending their days sleeping in
hollows or tangled vines high above the forest floor, awakening at night to forage. They
rarely drink water, but obtain all they need from their diet. When confronted, they may
stomp their feet and shake their quills, making a rattling noise. Like all porcupines, their
barbed quills are not thrown or shot at predators, but release quite easily when the porcupine is tense. 
The female gives birth to a singlet after a 203-day gestation
period. Babies are born year-round, and have reddish hair and soft quills, which harden in
about a week. They are born with their eyes open and are able to climb within a few hours
of birth. They are weaned around 10 weeks, and will sexually maturity in 1.5 years.","Brunei Darussalam; Indonesia (Kalimantan); Malaysia (Sabah, Sarawak).","Lowland forest, but also found in secondary and degraded habitat.","Eat fruit, flowers, leaves, shoots, and the inner bark of trees.","Large carnivores.","Hunting by humans.","http://farm6.staticflickr.com/5211/5453776796_ab085faf49.jpg","http://www.flickr.com/photos/smithsonianwild/5453776796/","Long-tailed Porcupine by siwild, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=trichys+fasciculata&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Long-tailed_porcupine","http://eol.org/pages/290049/overview","http://www.iucnredlist.org/details/22132/0","","http://data.gbif.org/species/2439429/"
27,"Mydaus javanensis","Malay Badger","Least Concern","unknown","sometimes seen",FALSE,TRUE,FALSE,"Also known as the Sunda stink-badger. nocturnal, sheltering in underground burrows during the day. The head and body are about 15 in. long, and the tail no more than an inch; the fur is dark brown, with the top of the head, neck and a broad dorsal stripe, white. Like the skunk, this animal can eject the foetid secretion of the anal glands. The stink badgers are rather small, short and stocky animals, They have elongated muzzles, pig-like noses, very small external ears and tails, and short but muscular legs with long, curved claws on the forefeet. Mydaus javanensis, measures from 34 to 51 cm from nose to tail base, with a tail measuring from 3.5 to 7.5 cm; its weight varies from about 1.3 to 3.6 kg.
Both species have body fur which typically is predominantly dark brown (M. javanensis) or cocoa brown (M. marchei) to black or blackish in colour. The Indonesian stink badger has a large patch of white or yellowish hair on the top of its head, and a stripe of the same colour extending from this along the spine to the tail (though sometimes the stripe is not continuous); the hairs of the tail are also white or yellowish. 
Litter size is suspected to be two to three.","Indonesia (Jawa, Kalimantan, Sumatera); Malaysia (Sabah, Sarawak).","Secondary forests and open grounds such as gardens adjacent to forests.","Bird eggs, carrion, insects, worms, and plants.","Javan Hawk Eagle,  civets, feral cats and, on Sumatra, the tiger.","On Java, the anal gland secretion is used to make perfume, and some rural people eat the flesh of this species. It is also used in traditional medicine to cure fever or rheumatism.","http://farm4.staticflickr.com/3405/3268033091_af3550fedb.jpg","http://www.flickr.com/photos/33597588@N02/3268033091/","TELEDU(MALAY BADGER) Mydaus javanensis by dennisikon, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=mydaus+javanensis&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Sunda_stink_badger","http://eol.org/pages/311560/overview","http://www.iucnredlist.org/details/41628/0","","http://data.gbif.org/species/2434845/"
28,"Viverra tangalunga","Malay Civet","Least Concern","stable","often seen",TRUE,TRUE,TRUE,"Also known as oriental civet. The word ‘civet’ is derived from an Arabic word, ‘zabad’, which is the name of an oily fluid secreted from the scent glands of most members of the family Viverridae (8). Many civet species use scent marking as a means of territory defence Malay civets are solitary, omnivorous and primarily terrestrial. Malay civets were mainly nocturnal, with some periods of rest during the night; daytime rest sites were within dense ground cover. The Malaysian Civet has short grey or tawny fur with a pattern of black spots arranged in rows all along its body. The tail is banned. The Malaysian Civet is most well known for its distinct stripping along its neck and throat. The usual markings are three black stripes and two white stripes. The civet also has a mane of longer hair that runs down its back. An unusual black stripe runs the length of the mane. The feet of the Malaysian Civet are black. They have five toes on each foot with retractable claws located on the third and fourth digits of their forefeet. The Malaysian Civet measures roughly 585 to 950 mm in length and weights approximately 11 to 24 lbs. They live around 5 to 15 years Malaysian civets come together only for mating. Males viverrids have a baculum or bone found in the penis. The male leaves the female shortly after mating takes place. She will then dig a burrow in the ground or make a nest from the dense vegetation to give birth in. One to four young are born in a litter. The female will give birth to a litter twice a year. When the young are born they are completely dependent on their mother. Their eyes are closed but they do have some hair to help keep them warm. They will drink their mothers milk for for at least one month, after that the mother will begin to wean the babies teaching them how to hunt on their own.","Indonesia (Kalimantan, Maluku – Introduced, Sulawesi, Sumatera); Malaysia (Peninsular Malaysia, Sabah, Sarawak); Philippines; Singapore.","Primary and secondary forests, cultivated land and the outskirts of villages (Nowak, 1999; Colon, 2002; Jennings et al., 2006). It is found from sea level to at least 1,200 m.","Small mammals, birds, frogs, snakes and insects. They will also partake of eggs and fruit if they are available. Some have even been seen digging up roots.","Raptors and large cats.","Snaring and other forms of ground-level trapping, and hunting with dogs, however, the limited survey in areas heavily used by people suggests it is rather well able to persist at general levels of threat. The species is occasionally hunted for food and treated as a pest as it raids poultry. ","http://farm3.staticflickr.com/2744/4459620262_22e8777ee4.jpg","http://www.flickr.com/photos/25317538@N06/4459620262/","Borneo104 by croix.gagnon, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=viverra+tangalunga&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Malayan_civet","http://eol.org/pages/328107/overview","http://www.iucnredlist.org/details/41708/0","http://www.arkive.org/malay-civet/viverra-tangalunga/","http://data.gbif.org/species/5219330/"
29,"Pardofelis marmorata","Marbled Cat","Vulnerable","decreasing","sometimes seen",TRUE,TRUE,TRUE,"The marbled cat is a small, tree living cat. They are similar in size to a domestic cat and have characteristics comparable to their close relative the clouded leopard. When young their fur is a mottled brown colour which develops into the adult cryptic colouration at around four months of age, with a base of brownish-yellow covered in large blotches with pale centres and black outlines.
Little is known about their lifestyle as they are rarely seen in the wild. They are believed to be solitary and nocturnal. Due to their wary nature accounts of their reproductive behaviour in the wild is unknown.","From northern India and Nepal, through south-eastern Asia to Borneo and Sumatra. Distribution has been compiled mainly from single observations so their range may be wider than currently known.","Moist and mixed deciduous evergreen tropical forest","Mainly birds and arboreal small mammals including tree squirrels, tree shrews, small primates, rats, mice and fruit bats. Other prey includes lizards, frogs and insects.","","Habitat loss through deforestation, logging, oil palm and other plantations including human settlements and agriculture. Valued for its skin, meat and bones.","http://farm4.staticflickr.com/3423/3309352242_be12a389ed.jpg","http://www.flickr.com/photos/30369673@N06/3309352242/","Marbled Cat-Pardofelis marmorata by Bram Demeulemeester - Birdguiding Philippines, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=Pardofelis+marmorata&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Marbled_cat","http://eol.org/pages/311554/overview","http://www.iucnredlist.org/details/16218/0","http://www.arkive.org/marbled-cat/pardofelis-marmorata/","http://data.gbif.org/species/2435089/"
30,"Presbytis rubicunda","Maroon Langur","Least Concern","decreasing","commonly seen",TRUE,FALSE,TRUE,"Also known as the Red Leaf Monkey. A small, red to reddish-orange monkey that is endemic to Borneo and adjacent Karimata Island. They are tree living and diurnal. Groups have home ranges that overlap with others but will have a central area where their sleeping site is located. The size of their home range is dependent on group size. They are territorial and chase other groups away.
They live in a unimale (single male) groups with one or more females, subadults, juveniles and infants. Males generally disperse after adolescence and will travel solitarily or in all males groups before finding their own unimale group. There is no dominance system in females and they give birth to a single infant.
When threatened the male will sound the alarm telling the group to move quickly, they will move a short distance before freezing in order to reduce the chance of predation.","Found in Borneo and Karimata.","Lowland forest (not above 2000m), along the edge of forests and rivers.","Young leaves, seeds and some pulpy, seedy fruits but generally not ripe succulent fruit as this affects their stomach pH. Diet can vary throughout the year with the availability of food stuffs.","","Habitat loss through deforestation for oil palm plantations, hunting for meat and traditional ‘medicine’.","http://farm8.staticflickr.com/7148/6819786797_dacf2ab446.jpg","http://www.flickr.com/photos/9851294@N07/6819786797/","Red Leaf Monkey by mishko2007, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=presbytis+rubicunda&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Maroon_leaf_monkey","http://eol.org/pages/311380/overview","http://www.iucnredlist.org/details/18131/0","http://www.arkive.org/maroon-leaf-monkey/presbytis-rubicunda/","http://data.gbif.org/species/5219560/"
31,"Paguma larvata","Masked Palm Civet","Least Concern","decreasing","commonly seen",FALSE,TRUE,FALSE,"A solitary, nocturnal animal that sleeps in the treetops during the day, they are partly arboreal and omnivorous. They have short orange-brown to grey fur with no spots or strips but have darker (black) feet. A distinguishing feature is their face mask of black and white strips and spots.
The female will have two litters of one to four young per year who will be fully grown by the age of four months; the male will have no involvement in their upbringing.
When alarmed by predators the civet will spray a secretion from its anal gland to dissuade predators, in a similar fashion to skunks.","Northern India, South eastern Asia and China, as well as Borneo, Sumatra and Taiwan.","Both evergreen and deciduous forest.","Mainly fruit but also small rodents, birds and insects (likes figs, mangoes, bananas and leaves).","Tigers, leopards, birds of prey and humans.","Habitat loss, and hunted and trapped for the commercial food trade in China (although not a major threat as they are arboreal and can avoid traps and snares). Believed to have been a carrier of SARS.","http://farm4.staticflickr.com/3558/3483103160_9f9b83ac69.jpg","http://www.flickr.com/photos/urasimaru/3483103160/","多摩動物園 108　Paguma larvata by urasimaru, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=paguma+larvata&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Masked_palm_civet","http://eol.org/pages/328088/overview","http://www.iucnredlist.org/details/41692/0","http://www.arkive.org/masked-palm-civet/paguma-larvata/","http://data.gbif.org/species/2434654/"
32,"Echinosorex gymnura","Moonrat","Least Concern","unknown","commonly seen",TRUE,TRUE,TRUE,"The moonrat is generally white all over (hence the name) with the odd black hair scattered throughout its short, coarse fur. They have long, narrow bodies with pointy snouts and naked tails. Despite looking similar to a large rat they are not rats but instead related to shrews. They have a distinct pungent odour which smells like strong ammonia, this is used to mark their territory and ward off invaders and predators.
They are nocturnal and live on the forest floor, during the day they will lie under logs, roots or in abandoned burrows. They live alone and the females give birth to two infants at a time, in a nest made of leaves. They have a lifespan of approximately five years and are relatively common in suitable habitats.","Southern Myanmar, Thailand, Malaysia, Borneo and Sumatra.","Lowland forests including very moist areas such as mangroves and swamp forests, also have been found in hilly forests.","Omnivores that feed on worms, insects, crabs and other invertebrates found in moist places. Also eat fruit, and occasionally frogs or fish.","","Deforestation for oil palm and forest fires, however they are fairly adaptable most likely not to be a serious threat.","http://farm6.staticflickr.com/5298/5453775216_66e61ef0fb.jpg","http://www.flickr.com/photos/smithsonianwild/5453775216/","Moonrat by siwild, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=echinosorex+gymnura&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Moonrat","http://eol.org/pages/1178689/overview","http://www.iucnredlist.org/details/40603/0","http://www.arkive.org/moonrat/echinosorex-gymnura/","http://data.gbif.org/species/2437114/"
33,"Callosciurus prevostii","Prevost","Least Concern","decreasing","rarely seen",TRUE,FALSE,TRUE,"This species is diurnal and arboreal, only occasionally descending to the ground to feed. They are also known as the tricolour squirrel and are one of the most colourful of all squirrels. There are more than 10 subspecies recognised across Borneo and its neighbouring countries and there are variations in colour and patterning. A well recognised colouration is the back and tail being a glossy black, the arms and belly a bright chestnut red and a white band that extends along both sides of the animal from nose to tail base.
They are solitary individuals that communicate through trilling, whistling and raising their tails. The tail is also used for balance when running and climbing, a rudder while jumping and for wrapping to keep warm at night. They are excellent at climbing and jumping and have sharp claws that assist with clinging to tree trunks. They are also capable of jumping considerable distances.
Sexual maturity occurs at the age of one and they have up to 3 litters per year of 1-4 offspring who can leave the nest after 6 weeks.","Brunei Darussalam, Indonesia, Malaysia, Thailand, Sumatra and Borneo.","Lowland and montane forest, dense rainforests and will tolerate secondary forest, will occasionally enter fruit orchards or plantations.","Eats fruits, nuts, seeds, flowers, insects and bird eggs, is considered a pest of oil palm and coconut plantations.","","The remaining habitat of this species is very small as plantations have replaced a large part of its habitat and in parts of Sarawak they are very heavily hunted for pets.","http://farm3.staticflickr.com/2611/3958939386_613c8d28bb.jpg","http://www.flickr.com/photos/greytama/3958939386/","Striking a pose by greytama, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=callosciurus+prevostii&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Callosciurus","http://eol.org/pages/313045/overview","http://www.iucnredlist.org/details/3603/0","","http://data.gbif.org/species/2437397/"
34,"Cervus unicolor","Sambar Deer","Vulnerable","decreasing","often seen",FALSE,TRUE,FALSE,"The Sambar deer are Crepuscular (i.e. active at morning and dusk) and nocturnal in habit, they are most easily spotted at the forest margins where they feed on young grass shoots. They frequent natural salt licks, particularly adult males who need minerals to promote growth of their antlers.
Male Sambar are among the largest of Southeast Asia’s deer, with a head-body length of up to 2 metres and weighing up to 260 kg. The fur is brown to grey-brown, the tail dark and the underside of the tail and rump area whitish. The antlers of the male usually have three tines (points). In addition to grass shoots they feed on vines and fallen fruits. Herds are small with up to 4 individuals, and a single fawn is born after a gestation period of 8 months.","Bangladesh; Bhutan; Brunei Darussalam; Cambodia; China (Guangxi, Guizhou, Hainan, Hunan, Jiangxi, Sichuan, Yunnan); India; Indonesia (Sumatera); Lao People’s Democratic Republic; Malaysia; Myanmar; Nepal; Sri Lanka; Taiwan, Province of China; Thailand; Vietnam.","Can live in a wide range of habitats but are now generally confined to primary and mature secondary forests.","Documented to eat 130–180 species of plants in India alone. Sambar grazes or browses depending upon the forage available at that time.","Big cats; specifically Tigers and Leopards.","Habitat encroachment and hunting","http://farm5.staticflickr.com/4015/4443001606_009f0fa67e.jpg","http://www.flickr.com/photos/latherspics/4443001606/","IMG_0500 Sambar (Cervus unicolor), Kanha, India 07Feb10 by Lathers, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=cervus+unicolor&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Sambar_deer","http://eol.org/pages/290025/overview","http://www.iucnredlist.org/details/41790/0","http://www.arkive.org/sambar-deer/rusa-unicolor/","http://data.gbif.org/species/2440949/"
35,"Herpestes brachyurus","Short","Least Concern","unknown","rarely seen",FALSE,FALSE,FALSE,"Little is known about this mongoose species as it is rarely seen, however it is endemic to places where found and the population could be threatened.
They are a red-brown to black colour with black limbs and a greyish head with black spots on the chin. However, in some regions they can be white or yellowish-red.
They are approximately two metres long with a tail that is a third of its body length. They have a semi-aquatic lifestyle. ","Found in Southeast Asia and native to Brunei Darussalam, Indonesia and Malaysia.","Found near rivers, in lowland primary and secondary forest and plantations.","Eats snakes, fish and crustaceans (shellfish), majority of its food is found in aquatic environments.","","Unknown, but eaten in some parts of Sarawak and considered a pest in some agricultural areas.","http://farm6.staticflickr.com/5054/5453154727_7cddbafff6.jpg","http://www.flickr.com/photos/smithsonianwild/5453154727/","Short-tailed Mongoose by siwild, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=herpestes+brachyurus&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Short-tailed_mongoose","http://eol.org/pages/326800/overview","http://www.iucnredlist.org/details/41610/0","","http://data.gbif.org/species/2434300/"
36,"Helarctos malayanus","Sun Bear","Vulnerable","unknown","sometimes seen",TRUE,TRUE,TRUE,"The Sun bear is the smallest bear and is named from its distinctive sun-like golden-coloured chest patch. They have short fur; deep black-brown colour. They prefer to live alone.
Sun bears are mainly active at night and rest during the day on a platform of branches which it makes high in the trees. They are skilful climbers and as agile as a monkey. They have a very long tongue for extracting honey and insects from deep crevices in the trees.
Female bears use cavities of large hollow trees as birthing sites. They most often give birth to one cub and will suckle it for about 18 months. Females reach sexual maturity at about three years and males at four years. 
All year round food availability means that Sun bears do not hibernate!","South-east Asia: Brunei Darussalam, Cambodia, China, India, Indonesia, Lao Peoples Democratic Republic, Malaysia, Myanmar, Thailand and Vietnam.","Lowland tropical forest.","Fruits, honey, bee larvae, ants, small vertebrates such as lizards. They are omnivores.","Tigers, leopards, birds of prey and humans.","Habitat loss from deforestation and commercial hunting.","http://farm4.staticflickr.com/3218/2711488804_2ba4671dc5.jpg","http://www.flickr.com/photos/ucumari/2711488804/","Sun bear (Helarctos malayanus) by ucumari, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=helarctos+malayanus&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Sun_bear","http://eol.org/pages/328074/overview","http://www.iucnredlist.org/details/9760/0","http://www.arkive.org/malayan-sun-bear/helarctos-malayanus/","http://data.gbif.org/species/2433403/"
37,"Manis javanica","Sunda Pangolin","Endangered","decreasing","sometimes seen",FALSE,TRUE,FALSE,"The pangolin is a timid, cautious and solitary animal which forages during the night, resting in hollows either in or at the base of trees during the day. They move slowly on all fours and walk on the knuckles of their fore claws.
They have an excellent sense of smell which assists with locating insects and thick powerful claws used for digging or destructing termite mounds. Although terrestrial they will climb trees in search of ant’s nests, they are fairly skilful climbers and use their prehensile tail to cling to branches and assist with this.
Their body is covered by rows of scales formed by compressed, fibrous hair like material, these scales act like armour. The under parts lack scales and are therefore more vulnerable. Pangolins will roll into a tight ball when threatened so that their armoured tail and body protects their under parts. They coil up so tightly that it is almost impossible to unroll them and the scales become erect and shudder adding to the defence. Additionally they are known to secrete an acrid liquid from their anal region. ","Brunei Darussalam, Cambodia, Indonesia, Lao People’s Demographic Republic, Malaysia, Myanmar, Singapore, Thailand, Vietnam, and Borneo.","Primary and secondary lowland forest, cultivated areas including gardens and plantations, grasslands, thick bush and barren hilly areas.","They are specialised feeders that eat ants and termites. On average a pangolin may eat up to 200,000 ants per day; they have no requirement for teeth as insects are swallowed whole and gathered using its sticky tongue.","","Major threats are through the rapid loss and deterioration of suitable habitat. They are also hunted for local use and for the international trade of their scales, skin and meat. Prices have escalated since 1990 meaning on the international market in some areas people will pay US$95/kg .","http://farm4.staticflickr.com/3394/3559639422_dd14fd9dfa.jpg","http://www.flickr.com/photos/kwokwai76/3559639422/","Pangolin hiding behind a tree by kwokwai76, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=manis+javanica&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Sunda_pangolin","http://eol.org/pages/337659/overview","http://www.iucnredlist.org/details/12763/0","http://www.arkive.org/sunda-pangolin/manis-javanica/","http://data.gbif.org/species/5219628/"
38,"Varanus salvator","Water Monitor Lizard","Least Concern","unknown","commonly seen",FALSE,TRUE,FALSE,"Monitor lizards have long, slender, muscular bodies with a narrow head, long neck and well developed legs equipped with long toes and claws. They also have a long, powerful, sideways compressed tail which has a keel on the top to assist with swimming. The tail can be up to 1½ times its body length. They can grow up to a maximum weight of 50kg but most will only reach half this size.
They are typically an amphibious animal which swims confidently over long distances and has the ability to stay under water for 30 minutes. This lizard is active during the day and will often spend the night in water.
Their colouration is either drab grey, dark brown or olive with yellow or white spots. These spots can be arranged in circles giving the appearance of strips across its back. The colour varies with age and sub species. 
They are not territorial but can be very aggressive and will use their tail and jaw when fighting. They live solitarily and the young are extremely secretive and rarely seen.","Found in Sri Lanka, India, Indochina, Indonesia and Malay Peninsula.","Inhabits a variety of natural habitats but most important are mangrove vegetation, swamp and wetlands all at altitude of less than 1000m. Also observed in agricultural areas and cities with canal systems.","They are extreme carnivores and will eat almost anything. Diet consists of birds and their eggs, small mammals (rats, monkeys and squirrels), fish, lizards, frogs, snakes, crocodile eggs and juveniles.","","They are hunted for their skin (leather trade), meat and fat which is used in traditional medicine.","http://farm3.staticflickr.com/2302/2174650322_fcf24be9ba.jpg","http://www.flickr.com/photos/keithkelly/2174650322/","Monitor Lizard (Varanus Salvator) by Keith Kelly, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=varanus+salvator&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Water_monitor","http://eol.org/pages/1055072/overview","http://www.iucnredlist.org/details/178214/0","http://www.arkive.org/asian-water-monitor-lizard/varanus-salvator/","http://data.gbif.org/species/2470685/"
39,"Martes flavigula","Yellow Throated Marten","Least Concern","stable","commonly seen",TRUE,TRUE,TRUE,"An Asian species of marten that is a medium sized carnivore related to the otter and weasel. They are fearless, agile and fast moving and primarily diurnal. However, they are sometimes said to be largely or entirely nocturnal as they will hunt at night and increase their nocturnal activity during lunar nights (this is ±7 days around the full moon). They hunt mostly on the ground but are perfectly capable of climbing trees.
Distinguished by their bright and attractive colouration, a mixture of black, white, golden-yellow and brown, their fur is relatively short and has a strong odour. The head is small with a pointed muzzle and round ears and the body is elongated with hind limbs that are more muscular than the forelimbs, the tail is long and thick and can be more than half its body length. 
They live in groups of 2-3 or on occasions have been seen in groups of 5-7 but this is rare. Their litter sizes will be up to five young and gestation is for 220-290 days. They have a lifespan of approximately 14 years. ","Native to countries in South-east Asia including India, China, Thailand, Borneo, Cambodia and Indonesia.","Primary and secondary lowland and montane forests less that 3000m, type of habitat can vary depending on the region they are from.","Primarily a carnivore but does have omnivorous tendencies, food items include squirrels, birds, snakes and lizards, insects, frogs, eggs, fruit, nectar and berries, will also eat honey and bees giving it a very extensive diet.","","There are no significant threats at the population level. However they are tied to forest areas and hunted heavily for their fur in Siberia and Korea, this is not a global threat. They are easily habituated to humans and not afraid to take waste from bins, this could make them easy targets and to become classified as a pest.","http://farm9.staticflickr.com/8470/8131293314_15d81edce4.jpg","http://www.flickr.com/photos/maxime-passionzoos/8131293314/","Martre à gorge jaune de Sibérie (Martes flavigula aterrima) by Maxime Thué, on Flickr","http://scholar.google.co.uk/scholar?hl=en&q=martes+flavigula&btnG=&as_sdt=1%2C5&as_sdtp=","http://en.wikipedia.org/wiki/Yellow-throated_marten","http://eol.org/pages/311513/overview","http://www.iucnredlist.org/details/41649/0","http://www.arkive.org/yellow-throated-marten/martes-flavigula/","http://data.gbif.org/species/5218844/"
