"picture","file","title","page_link","format","doi","contact_email","url","description","citation","legacy_output_id","legacy_user_id"
"ant-110x110.jpg","Bell-2015-MRes-Thesis-Ant-diversity-logged-and-unlogged-forests.pdf","Changes in Ant Communities Across a Tropical Rainforest Landscape Which Incudes Old Growth and Twice-logged Areas in Sabah, Malaysia","index.html%3Fp=68941.html","Masters Thesis",NA,NA,NA,"1. The forests of Borneo, a global ant hotspot, are threatened by intensified logging and the conversion of forests into oil palm plantations. Previous logging has left a landscape including patches of old growth forest surrounded by twice-logged forests. The present study investigates the differences between leaf-litter ant communities in two old growth locations (Danum and Maliau) and one twice-logged location (SAFE). 2. Ants were collected from leaf-litter samples using Winkler bag extraction. Each ant was identified to genus level, and genera were classified into functional groups. 3. The three locations were found to have different genus compositions. Functional diversity between both old growth locations was very similar, but differed in the twice-logged location. These differences correlate strongly to location, but also to percentage of canopy cover. 4. All three locations are measurably different, highlighting the need to protect logged forests as well as old growth forests. SAFE is slightly more similar to Danum than Maliau, suggesting Danum as a preferable control for experiments in SAFE.","Thomas E. M. Bell, March 2015, A thesis submitted for the partial fulfilment of the requirements for the degree of Master of Research at Imperial College London",24,245
"Fig-3-110x110.jpg","Psomas-2015-MRes-Thesis-Ant-Beetle-diversity.pdf","Ant diversity as a direct and indirect driver of Pselaphinae beetle functional diversity in tropical rainforests, Sabah, Borneo","index.html%3Fp=68935.html","Masters Thesis",NA,NA,NA,"1. Pselaphinae beetles are tremendously diverse in tropical Asia with many exhibiting myrmecophily. The rainforests of Borneo have experienced unprecedented degradation as a result of extensive logging and conversion to oil palm. This study investigates the functional diversity of Pselaphinae beetles in response to ant abundance and ant genus richness across two old growth rainforests (Danum and Maliau) and one twice-logged rainforest (SAFE). 2. The leaf litter Pselaphinae beetles were identified to morphospecies then tribe and genus. Morphometric analysis on selected functional traits of Pselaphinae beetles along with scan electron microscopy allowed detailed morphological features to be analyzed. 3. Pselaphinae beetle community composition is strongly associated with site environmental conditions and significantly differed between old growth rainforests and twice-logged rainforest. Interestingly, Pselaphinae beetle composition also varied between the two old growth rainforests indicating high habitat-specificity. Pselaphinae myrmecophile functional traits are significantly associated with old growth rainforest site Danum, indicating there is more probable myrmecophile Pselaphinae beetles in Danum. Functional diversity increased as ant abundances and ant genus richness increased across all three sites. 4. The differences of Pselaphinae beetle community composition and more specifically probable myrmecophile beetle composition across all three sites, indicates the importance of understanding functionally important species and the their effects on ecosystem functioning, particularly in vulnerable habitats.","Elizabeth Psomas, March 2015, A thesis submitted for the partial fulfillment of the requirements for the degree
of Master of Research at Imperial College London",25,169
"1939411_775076842502372_1255109141_n-110x110.jpg",NA,"Deadwood biomass: an underestimated carbon stock in degraded tropical forests?","index.html%3Fp=68908.html","Journal","http://dx.doi.org/10.1088/1748-9326/10/4/044019",NA,NA,"Global carbon emissions from forests could have been underestimated because calculations have not fully accounted for the dead wood from logging.

Living trees take in carbon dioxide whereas dead and decaying ones release it. Understanding the proportion of both is important for determining whether a large area of forest is a source of carbon dioxide, or a 'sink' that helps to absorb carbon dioxide from the atmosphere.

Forestry, agriculture and land-use changes account for nearly 25 per cent of global greenhouse gas emissions, second only to the energy sector. New research led by Imperial College London on partially-logged tropical rainforests shows that these forests are emitting more carbon than assumed, because they contain a high proportion of dead wood. The study, published in Environmental Research Letters, reveals that in these forests dead wood can make up to 50 per cent of the biomass, the biological material found above ground.

In untouched forests, dead wood is created through natural processes and makes up less than 20 per cent of the total aboveground biomass. Previously, when estimating the carbon emissions from logged tropical rainforests, researchers have assumed that when live trees are cut down and moved out of the forest, the amount of dead wood is reduced proportionately.

However, the new research paints a clearer picture of the situation in selectively-logged forests where only high-value trees are removed. It shows that because selective logging leaves behind significant damage and tree debris, dead wood actually accounts for up to 50 per cent of the total aboveground biomass.

“I was surprised by how much of the biomass dead wood accounted for in badly logged forests,” said lead author Dr Marion Pfeifer from the Department of Life Sciences at Imperial. “That such logged forests are not properly accounted for in carbon calculations is a significant factor. It means that a large proportion of forests worldwide are less of a sink and more of a source, especially immediately following logging, as carbon dioxide is released from the dead wood during decomposition.”

Selective logging is a growing trend in global forestry. “Selectively-logged tropical forests now make up about 30 per cent of rainforests worldwide. This means such global calculations are wrong at least 30 per cent of the time,” said Dr Pfeifer.

The researchers surveyed a large area in the Stability of Altered Forest Ecosystems (SAFE) site, a region of rainforest in Malaysian Borneo. One of the largest ecological experiments on the planet, SAFE takes advantage of the conversion of the region to oil palm plantation to assess the impact of change on the local ecosystems.

Dr Pfeifer and her colleagues assessed the deadwood contributions across a 'disturbance gradient' - a range of landscapes including pristine forest, logged forests of increasing severity, and oil palm plantation.

“This large and diverse landscape study provides a lot of field data backing up our research. We are confident in our conclusions,” said Dr Pfeifer. “However, more work needs to be done to apply the results to carbon emissions calculations, such as determining how fast the dead wood is decomposing.”","Marion Pfeifer, Veronique Lefebvre, Edgar Turner, Jeremy Cusack, MinSheng Khoo, Vun K Chey, Maria Peni and Robert M Ewers Environmental Research Letters Volume 10 Number 4",26,164
"1975131_775083662501690_1592332663_n-110x110.jpg",NA,"Logging cuts the functional importance of invertebrates in tropical rainforest","index.html%3Fp=68845.html","Journal","http://dx.doi.org/10.1038/ncomms7836",NA,NA,"Logging slashes the abundance of invertebrates like ants and earthworms but new research shows vertebrates can take up their roles in the ecosystem.

Invertebrates perform essential functions for the smooth running of the ecosystems in tropical forests. For example, creatures such as termites and millipedes help dead leaves decompose and release their nutrients back into the soil, and carnivorous ants and spiders act as predators of herbivorous invertebrates that would otherwise munch through all the foliage.

Nearly a half of all tropical rainforests worldwide have been logged, and this often causes heavy changes to the number and type of invertebrates, with many species being lost from the ecosystem.

New research led by biologists from Imperial College London, published in Nature Communications, has discovered that when invertebrate diversity declines, their vital functions can be carried out by other members of the ecosystem.

The result shows that rainforest ecosystems have a remarkable resilience to change. “Invertebrates are often thought of as the controllers of tropical forests, so it's surprising that people can upset their dominance to this level,” said lead author Dr Robert Ewers from the Department of Life Sciences at Imperial.

Although the ecosystem can continue to function with vertebrates taking more of a leading role, Dr Ewers says the situation leaves rainforests vulnerable: “The forest will keep maintaining itself, but it will be much more susceptible to further change. Relying on vertebrates is a bad tactic - they are less diverse and vulnerable to new challenges such as land use change.”

For example, the switch to agricultural plots such as palm plantations would cause biodiversity to drop faster. “Knocking out one or two invertebrates might not be too bad, as there are many others to take their place, but knocking out one or two vertebrates could now be disastrous,” said Dr Ewers.

By excluding certain organisms from patches of both natural and logged tropical rainforest in Borneo, the team were able to determine their contribution to the ecosystem. They found that in logged forests, the essential activities were still carried out at approximately the same speed, but that invertebrates contributed much less.

For example, the overall rate of invertebrate predation in natural and logged rainforests was the same. However, invertebrates were responsible for only around 60 percent of the activity in logged forests, compared to nearly all of it in natural forests. Instead, birds and bats were responsible for preying on many more invertebrates in logged forests.

The same trend was seen for seed disturbance, a vital function that helps maintain tree diversity, which was taken up by small mammals such as mice and treeshrews. The decomposition of leaf litter also seemed to be unaffected by the lack of invertebrates, although this was not a function picked up by vertebrates. Instead, the researchers think the litter may have continued to decompose thanks to a changing microclimate or the activities of soil bacteria.","Robert M. Ewers, Michael J. W. Boyle, Rosalind A. Gleave, Nichola S. Plowman, Suzan Benedick, Henry Bernard, Tom R. Bishop, Effendi Y. Bakhtiar, Vun Khen Chey, Arthur Y. C. Chung, Richard G. Davies, David P. Edwards, Paul Eggleton, Tom M. Fayle, Stephen R. Hardwick, Rahman Homathevi, Roger L. Kitching, Min Sheng Khoo, Sarah H. Luke, Joshua J. March, Reuben Nilus, Marion Pfeifer, Sri V. Rao, Adam C. Sharp, Jake L. Snaddon, Nigel E. Stork, Matthew J. Struebig, Oliver R. Wearn, Kalsum M. Yusah & Edgar C. Turner. Nature Communications 6, Article number: 6836",27,57
"2008-11-29_0399b-150x150.jpg",NA,"Habitat fragmentation and its lasting impact on Earth's ecosystems","index.html%3Fp=68817.html","Journal","http://dx.doi.org/10.1126/sciadv.1500052",NA,NA,"We conducted an analysis of global forest cover to reveal that 70% of remaining forest is within 1 km of the forest's edge, subject to the degrading effects of fragmentation. A synthesis of fragmentation experiments spanning multiple biomes and scales, five continents, and 35 years demonstrates that habitat fragmentation reduces biodiversity by 13 to 75% and impairs key ecosystem functions by decreasing biomass and altering nutrient cycles. Effects are greatest in the smallest and most isolated fragments, and they magnify with the passage of time. These findings indicate an urgent need for conservation and restoration measures to improve landscape connectivity, which will reduce extinction rates and help maintain ecosystem services.","Nick M. Haddad, Lars A. Brudvig, Jean Clobert, Kendi F. Davies, Andrew Gonzalez, Robert D. Holt, Thomas E.Lovejoy, Joseph O. Sexton, Mike P. Austin, Cathy D. Collins, William M. Cook, Ellen I. Damschen, Robert M.Ewers, Bryan L. Foster, Clinton N. Jenkins, Andrew J. King, William F. Laurance, Douglas J. Levey, Chris R.Margules, Brett A. Melbourne, A. O. Nicholls, John L. Orrock, Dan-Xia Song, John R. Townshend. Science Advances 20 Mar 2015: Vol. 1 no. 2 e1500052",28,246
"430094_363630813646979_1081665928_n-110x110.jpg",NA,"Influence of microhabitat structure and disturbance on detection of native and non-native murids in logged and unlogged forests of northern Borneo","index.html%3Fp=68755.html","Journal","http://dx.doi.org/10.1017/S0266467414000558",NA,NA,"Understanding the habitat preferences of native and non-native species may offer valuable insights into the mechanisms favouring invasion of disturbed habitats. This study investigated the determinants of trap-site detection probability of three native (Maxomys surifer, Maxomys whiteheadi and Leopoldamys sabanus) and one invasive (Rattus rattus) species of terrestrial murid (Muridae) in logged and unlogged forests of northern Borneo. We established four and two trapping grids in repeatedly logged and unlogged forest, respectively, for a total of 500 sampled trap sites. From these, we obtained 504 detections of the four species over 3420 trap nights. For each species, probability of detection wasmodelled as a function of both the structural components and disturbance level of the forest patch measured around each trap site. Each of the four species showed contrasting microhabitat preferences: M. surifer favoured increased canopy closure and intermediate ground and understorey vegetation cover; M. whiteheadi preferred increased ground vegetation cover and canopy height; L. sabanus favoured sites with larger amounts of coarse woody debris and less leaf litter; and R. rattus was associated with increased ground vegetation cover. Within logged forest, detection probabilities of the three native species did not vary significantly with level of patch disturbance, whereas that of the invasive R. rattus increased markedly in more degraded sites. This latter finding will have increasingly important implications when considering the rapid degradation of forests in the region, and the resulting expansion of suitable habitat for this competitive species.","Jeremy J. Cusack, Oliver R. Wearn, Henry Bernard and Robert M. Ewers. Journal of Tropical Ecology (2015) 31:25-35",29,40
"2012-11-28-12.08.36-150x150.jpg","Fayle-et-al-2015-Oecologia-ant-plant-mutualisms.pdf","An ant-plant by‑product mutualism is robust to selective logging of rain forest and conversion to oil palm plantation","index.html%3Fp=68746.html","Journal",NA,NA,NA,"Anthropogenic disturbance and the spread of non-native species disrupt natural communities, but also create novel interactions between species. By-product mutualisms, in which benefits accrue as side effects of partner behaviour or morphology, are often non-specific and hence may persist in novel ecosystems. We tested this hypothesis for a two-way by-product mutualism between epiphytic ferns and their ant inhabitants in the Bornean rain forest, in which ants gain housing in root-masses while ferns gain protection from herbivores. Specifically, we assessed how the specificity (overlap between fern and ground-dwelling ants) and the benefits of this interaction are altered by selective logging and conversion to an oil palm plantation habitat. We found that despite the high turnover of ant species, ant protection against herbivores persisted in modified habitats. However, in ferns growing in the oil palm plantation, ant occupancy, abundance and species richness declined, potentially due to the harsher microclimate. The specificity of the fern-ant interactions was also lower in the oil palm plantation habitat than in the forest habitats. We found no correlations between colony size and fern size in modified habitats, and hence no evidence for partner fidelity feedbacks, in which ants are incentivised to protect fern hosts. Per species, non-native ant species in the oil palm plantation habitat (18 % of occurrences) were as important as native ones in terms of fern protection and contributed to an increase in ant abundance and species richness with fern size. We conclude that this by-product mutualism persists in logged forest and oil palm plantation habitats, with no detectable shift in partner benefits. Such persistence of generalist interactions in novel ecosystems may be important for driving ecosystem functioning.","Tom M. Fayle, David P. Edwards, William A. Foster, Kalsum M. Yusah, Edgar C. Turner Oecologia January 2015",30,60
"Ant_close_0712_small-110x110.jpg",NA,"Ant mosaics occur in SE Asian oil palm plantation but not rain forest and are infl uenced by the presence of nest-sites and non-native species","index.html%3Fp=68742.html","Journal","http://dx.doi.org/10.1111/j.1600-0587.2012.00192.x","ect23@cam.ac.uk",NA,"Interaction networks within biotic communities can be dramatically altered by anthropogenic habitat modifi cation. Ants, an important ecological group, often interact competitively to form mosaic-like patterns in disturbed plantation habitats, in which dominant species form mutually exclusive territories. However, the existence of these ant mosaics in pristine forests is contentious. Here we assess the relative strengths of ant competitive interactions in oil palm plantation and primary rain forest in Sabah, Malaysia, using null models of species co-occurrence. We use two metrics: the C-score, which measures mean degree of overall co-occurrence, and a novel metric, the C var -score, which measures the variance in degree of co-occurrence. We also investigate the role of nest sites by collecting ants from canopy and leaf litter microhabitats, and from epiphytic ferns, an important nest site for canopy ants. Furthermore, we assess whether non-native species, which were widespread in oil palm plantation (61 occurrences vs fi ve in rain forest) are important in driving the formation of ant mosaics. We found no evidence for ant mosaics in any primary forest microhabitat. In oil palm plantation, segregation between species was pronounced in epiphytes, weak in the rest of the canopy and absent in leaf litter communities. Intriguingly, exclusion of non-native ant species from analyses increased the degree of negative species co-occurrence in all three microhabitats, with species segregation in the oil palm canopy becoming statistically signifi cant. Our results suggest that invasion of plantation habitats by non-native species does not drive increased species segregation in ant communities. Rather, high degrees of species segregation might relate to changes in the importance of canopy nest sites, with colonies competing more strongly for these in plantations. In primary forests, weaker nest-site limitation and the highly complex, more vertically stratifi ed, non-uniform canopy could lead to random co-occurrence between ant species at the scales studied here.","Tom M. Fayle , Edgar C. Turner and William A. Foster Ecography 36: 1051-1057, 2013",31,60
"DSC5743-150x150.jpg",NA,"Riparian reserves within oil palm plantations conserve logged forest leaf litter ant communities and maintain associated scavenging rates","index.html%3Fp=68740.html","Journal","http://dx.doi.org/10.1111/1365-2664.12371","claudiagray@gmail.com.",NA,"1. The expansion of oil palm plantations at the expense of tropical forests is causing declines in many species and altering ecosystem functions. Maintaining forest-dependent species and processes in these landscapes may therefore limit the negative impacts of this economically important industry. Protecting riparian vegetation may be one such opportunity; forest buffer strips are commonly protected for hydrological reasons, but can also conserve functionally important taxa and the processes they support. 2. We surveyed leaf litter ant communities within oil palm-dominated landscapes in Sabah, Malaysia, using protein baits. As the scavenging activity of ants influences important ecological characteristics such as nutrient cycling and soil structure, we quantified species-specific rates of bait removal to examine how this process may change across land uses and establish which changes in community structure underlie observed shifts in activity. 3. Riparian reserves had similar ant species richness, community composition and scavenging rates to nearby continuous logged forest. Reserve width and vegetation structure did not affect ant species richness significantly. However, the number of foraging individuals decreased with increasing reserve width, and scavenging rate increased with vegetation complexity. 4. Oil palm ant communities were characterized by significantly lower species richness than logged forest and riparian reserves and also by altered community composition and reduced scavenging rates. 5. Reduced scavenging activity in oil palm was not explained by a reduction in ant species richness, nor by replacement of forest ant species by those with lower per species scavenging rates. There was also no significant effect of land use on the scavenging activity of the forest species that persisted in oil palm. Rather, changes in scavenging activity were best explained by a reduction in the mean rate of bait removal per individual ant across all species in the community. 6. Synthesis and applications. Our results suggest that riparian reserves are comparable to areas of logged forest in terms of ant community composition and ant-mediated scavenging. Hence, in addition to protecting large continuous areas of primary and logged forest, maintaining riparian reserves is a successful strategy for conserving leaf litter ants and their scavenging activities in tropical agricultural landscapes.","Claudia L. Gray, Owen T. Lewis, Arthur Y. C. Chung and Tom M. Fayle Journal of Applied Ecology 2015, 52, 31-40",32,73
"Macronous-bornensis-150x150.jpg",NA,"Trait-dependent declines of species following conversion of rain forest to oil palm plantations","index.html%3Fp=68736.html","Journal","http://dx.doi.org/10.1007/s10531-012-0419-7","mjms501@york.ac.uk.",NA,"Conversion of natural habitats to agriculture reduces species richness, particularly in highly diverse tropical regions, but its effects on species composition are less well-studied. The conversion of rain forest to oil palm is of particular conservation concern globally, and we examined how it affects the abundance of birds, beetles, and ants according to their local population size, body size, geographical range size, and feeding guild or trophic position. We re-analysed data from six published studies representing 487 species/genera to assess the relative importance of these traits in explaining changes in abundance following forest conversion. We found consistent patterns across all three taxa, with large-bodied, abundant forest species from higher trophic levels declining most in abundance following conversion of forest to oil palm. Best-fitting models explained 39-66 % of the variation in abundance changes for the three taxa, and included all ecological traits that we considered. Across the three taxa, those few species found in oil palm tended to be small-bodied species, from lower trophic levels, that had low local abundances in forest. These species were often hyper-abundant in oil palm plantations. These results provide empirical evidence of consistent responses to land-use change among taxonomic groups in relation to ecological traits.","Michael J. M. Senior, Keith C. Hamer, Simon Bottrell, David P. Edwards, Tom M. Fayle, Jennifer M. Lucey, Peter J. Mayhew, Robert Newton, Kelvin S.-H. Peh, Frederick H. Sheldon, Christopher Stewart, Alison R. Styring, Michael D. F. Thom, Paul Woodcock, Jane K. Hill. Biodiversity Conservation (2013) 22:253-268",33,247
"1-s2.0-S0960982214015656-fx1-110x110.jpg",NA,"Targeted Conservation to Safeguard a Biodiversity Hotspot from Climate and Land-Cover Change","index.html%3Fp=68702.html","Journal",NA,NA,"http://www.cell.com/current-biology/abstract/S0960-9822","","Matthew J. Struebig, Andreas Wilting, David L.A. Gaveau, Erik Meijaard, Robert J. Smith, The Borneo Mammal Distribution Consortium, Manuela Fischer, Kristian Metcalfe & Stephanie Kramer-Schadt.",34,199
"lidar-110x110.jpg","Marion_Talk.pdf","Forest degradation from above forest canopies","index.html%3Fp=68657.html","Presentation",NA,NA,NA,"","Marion Pfeifer and Robert Ewers.",35,164
"hydrology-110x110.png","Anand.pdf","Variations in suspended sediment dynamics of catchments of differing land-use history in the upper Brantian and Kalabakan catchments of the SAFE Project, Sabah (North Borneo)","index.html%3Fp=68653.html","Presentation",NA,NA,NA,"","Anand Nainar (Universiti Malaysia Sabah), Kawi Bidin (Universiti Malaysia Sabah), Rory Walsh (Swansea University).",36,152
"10304770_807485449261511_7212573081748156481_n-110x110.jpg","WalshetalSAFE2014.pdf","SAFE hydrology: progress in assessing the impacts of varying land-use history on water pollution, channel size, erosion and downstream sedimentation in the upper Brantian and Kalabakan catchments","index.html%3Fp=68650.html","Presentation",NA,NA,NA,"","Rory Walsh, Anand Nainar, Kawi Bidin, Sam Higton, Laura Murphy, Emily Perryman, Jake Marshall, Mohd Jamal Hanapi and Samsudi Mastor.",37,213
"mozi-110x110.jpg","hayley-Safe-presentation.pdf","Impacts of Tropical Deforestation and Fragmentation on Mosquito Community Dynamics","index.html%3Fp=68646.html","Presentation",NA,NA,NA,"","Hayley Brant, Robert Ewers, Indra Vythilingam, Chris Drakeley, Suzan Benedick & John Mumford.",38,27
"1947541_789285677748155_397994137_n-110x110.jpg","Amy_SAFE_pres.pdf","The Direct and Indirect Impacts of Logging on Mammals in Sabah, Borneo [Presentation]","index.html%3Fp=68642.html","Presentation",NA,NA,NA,"","Amy Fitzmaurice.",39,62
"tree-110x110.jpg","The-relationship-between-leaf-area-index-and-forest.pdf","The relationship between leaf area index and forest microclimate","index.html%3Fp=68637.html","Presentation",NA,NA,NA,"","Stephen Hardwick, Ralf Toumi, Marion Pfeifer, Edgar Turner, Reuben Nilus and Robert Ewers.",40,83
"termite2-safe-110x110.jpg","Sabah-Exclusion-experiments.pdf","Do the 'little things run the world'?:  What is the functional value of ants and termites? Manipulation experiments","index.html%3Fp=68634.html","Presentation",NA,NA,NA,"","Kate Parr (University of Liverpool), Paul Eggleton (Natural History Museum, London), Theo Evans (National University of Singapore), Tom Fayle (University of Southern Bohemia) and Kalsum Yusah (Universiti Malaysia Sabah).",41,162
"Density-dependent-predation-dipterocarp-seeds-110x110.jpg","Science-at-SAFE-2014-Ed-turner.pdf","Litter-fall, leaf litter nutrients, litter decomposition and seedling density at SAFE","index.html%3Fp=68630.html","Presentation",NA,NA,NA,"","Hamzah Tangki, Ed Turner, Terhi Riutta and Andy Hector.",42,16
"Phaenandrogomphus-safei-110x110.jpg",NA,"A new species of dragonfly - 'the SAFE clawtail', Phaenandrogomphus safei - found at the SAFE Project, in Sabah, Malaysian Borneo","index.html%3Fp=68624.html","Journal","http://dx.doi.org/10.11646/zootaxa.3905.1.10",NA,NA,"Scientists working at the Stability of Altered Forest Ecosystems (SAFE) Project in Sabah, Malaysian Borneo have discovered a species of dragonfly that is new to science. It is the first time this species has ever been found, and the first species within its genus, Phaenandrogomphus, to be recorded within the island of Borneo. It has been named formally as Phaenandrogomphus safei after the SAFE Project - the research project and site where it was found - and given the common name 'the SAFE clawtail' because of the distinctive claw-like appendages at the end of its abdomen.

A single male was found at one of the SAFE Project streams during standardised dragonfly transect samplings conducted by second author, Sarah Luke, as part of her PhD work studying freshwater macroinvertebrates. The dragonfly is a small member of the family Gomphidae, has a mainly black thorax and abdomen, with pale green stripes.



The discovery of this dragonfly also sheds light on the taxonomy of another gomphid species, Onychogomphus treadawayi. The most morphologically similar species to the new Phaenandrogomphus safei is not in fact any mainland Phaenandrogomphus species, but actually O.treadawayi which is known from a single male specimen found in the Philippines. It has therefore been decided that O.treadawayi should be reclassified within the genus Phaenandrogomphus.

This is the first new species described from the SAFE Project - a large, long-term study monitoring the impacts of forest disturbance and fragmentation on ecosystems - but it is hoped that as work continues at the site more of Borneo's unknown fauna will be discovered. First author, Rory Dow said:  “Discoveries such as this demonstrate how much there is still to much learn about the dragonfly fauna of Borneo. Very large areas of Borneo have never been systematically surveyed, or in many cases surveyed at all, for dragonflies; it is very likely that there are numerous discoveries still to be made.”

However, Dow also commented that “habitat is being changed by human activities at a rapid rate across Borneo, so that time may be running out for many of these fascinating insects, whilst at the same time there is an almost total lack of funding for the kind of survey work needed to find them, and the taxonomic work needed to identify and describe them.”","",43,128
"P1010266-150x150.jpg",NA,"From rainforest to oil palm plantations: Shifts in predator population and prey communities, but resistant interactions","index.html%3Fp=68538.html","Journal","http://dx.doi.org/10.1016/j.gecco.2014.10.011","oliver.konopik@uni",NA,"Anthropogenic habitat change can dramatically alter biotic communities in tropical landscapes. Species that persist in human dominated landscapes are therefore likely to modify the way they interact. Although human impacts on community composition are relatively well studied, changes in species interactions are less well documented. Here we assess how logging of rainforest and conversion to oil palm plantations affects the populations of the ant-specialist giant river toad (Phrynoidis juxtaspera), and the availability and composition of its ant prey. We measured canopy cover as an estimate for the degree of disturbance and found that toad abundance decreased with increasing disturbance, and that retaining riparian vegetation should therefore help conserve this species. Both abundance and species richness of local ground-foraging ants increased with disturbance, and ant community composition was altered. Despite these changes, composition of ants consumed by toads was only weakly affected by habitat change, with the exception of the invasive yellow crazy ant (Anoplolepis gracilipes), which was positively selected in oil palm plantations. This suggests that predator-prey interactions can be mostly maintained with habitat disturbance despite shifts in the community composition of potential prey, and even that some predators are capable of exploiting new prey sources in novel ecosystems.","Oliver Konopik, Claudia L. Gray, T. Ulmar Grafe, Ingolf Steffan-Dewenter, Tom Maurice Fayle Global Ecology and Conservation 2 (2014) 385-394",44,116
"426555_384895491520511_466810956_n-110x110.jpg",NA,"The relationship between leaf area index and microclimate in tropical forest and oil palm plantation: Forest disturbance drives changes in microclimate","index.html%3Fp=68532.html","Journal","http://dx.doi.org/10.1016/j.agrformet.2014.11.010","stephen.hardwick10@imperial.ac.uk.",NA,"Land use change is a major threat to biodiversity. One mechanism by which land use change influences biodiversity and ecological processes is through changes in the local climate. Here, the relationships between leaf area index and five climate variables - air temperature, relative humidity, vapour pressure deficit, specific humidity and soil temperature - are investigated across a range of land use types in Borneo, including primary tropical forest, logged forest and oil palm plantation. Strong correlations with the leaf area index are found for the mean daily maximum air and soil temperatures, the mean daily maximum vapour pressure deficit and the mean daily minimum relative humidity. Air beneath canopies with high leaf area index is cooler and has higher relative humidity during the day. Forest microclimate is also found to be less variable for sites with higher leaf area indices. Primary forest is found to be up to 2.5 °C cooler than logged forest and up to 6.5 °C cooler than oil palm plantations. Our results indicate that leaf area index is a useful parameter for predicting the effects of vegetation upon microclimate, which could be used to make small scale climate predictions based on remotely sensed data.","Stephen R. Hardwick, Ralf Toumi, Marion Pfeifer, Edgar C. Turner, Reuben Nilus, Robert M. Ewers Agricultural and Forest Meteorology 201 (2015) 187-195",45,83
"10325734_807485552594834_2339300938883410540_n-110x110.jpg","Dphil-Thesis-C-L-Gray-2014.pdf","Riparian Reserves in Oil Palm Plantations: Biodiversity, Ecological Processes and Ecosystem Services","index.html%3Fp=68434.html","PhD Thesis",NA,NA,NA,"","Claudia Louise Gray. Brasenose College and the Department of Zoology, University of Oxford. Thesis submitted for the degree of Doctor of Philosophy. Hilary Term 2014.",46,73
"Ant_close_0712_small-110x110.jpg",NA,"Diversity and Spatial Pattern of Ground-dwelling Ants in Different Habitat Types, Kalabakan, Sabah","index.html%3Fp=68430.html","Masters Thesis",NA,NA,NA,"Conversion of natural forests often leads to serious damage such as forest fragmentation, forest degradation as well as loss of total habitat which eventually leads to significant loss of biodiversity. Ants can be good bio-indicators due to their abundance, diversity and sensitivity to environmental changes. Logging activities can alter the structure of ant communities where forest specialists are more abundant in undisturbed habitat compared to disturbed habitat. A study of ant species composition in different habitats was conducted in the Stability of Altered Forest Ecosystem (SAFE) experimental sites and its surrounding areas in Sabah. This study investigates (i) difference in species richness and abundance of ant in different habitats, (ii) the effects of environmental variables on ant assemblage, (iii) species similarity and indicator species of each habitat and (iv) ant spatial distribution and species co-occurrence in local spatial scale. Ants were collected along 200m line transects according to the Ants of Leaf Litter (ALL) Protocol from old growth forest (OG), logged forest (LF) and oil palm (OP) plantation areas. Environmental variables namely forest quality, soil pH and temperature, low vegetation, canopy cover, humidity, abundance of liana, and leaf litter depth were collected. A total of 174 species belonging to 64 genera in twelve subfamilies were recorded in this study. Species richness was significantly higher in OG (121) than in LF (105) and OP (70) (ANOVA, df=2, F=89.869, p<0.001). Canonical Correspondence Analysis (CCA) showed that air temperature, canopy cover, abundance of low vegetation, abundance of liana, soil pH, forest quality and litter depth influenced the ants' assemblage. Many species of ants such as Strumigenys sp.1, Ponera sp.3 and Hypoponera sp.1 were associated with environmental parameters characterising the OG (high canopy cover, leaf litter depth, soil pH, abundance of liana and forest quality). Lophomyrmex bedoti and Crematogaster sp.2 on the other hand were observed associate with low forest quality, low vegetation cover and high air temperature of OP. There are five potential species selected as biological indicator for each habitat except LF. Lophomyrmex bedoti was an indicator species for OP while Strumigenys sp.1, Acropyga sp.1, Carebara sp.1 and Ponera sp.2 were indicator species for OG. Null model analysis of species co-occurrence showed the observed C-score index has insignificant difference with simulated C-score index for all habitats. The ants' spatial distribution in this study is not structured by the non-random pattern of species co-occurrence. Here we can conclude that the diversity and species composition of ground-dwelling ants were different across habitat types. The differences in vegetation structure of each habitat resulting in changes to environmental conditions which directly influence ant species assemblage. Preserving the old growth forest and logged forest are indeed important since both habitats still can harbour high number of ant species. In contrast, oil palm plantation is not capable of serving as refuge for ground-dwelling forest ants.","Muhammad Afif Bin Zakaria 2014 Thesis submitted in partial fulfillment for the Degree of Master of Science. Institute For Tropical Biology and Conservation Universiti Malaysia Sabah.",47,2
