rcuk_tags.level,rcuk_tags.subject,rcuk_tags.topic,rcuk_tags.tag
3,"Civil engineering and built environment","Soil science","Soil conservation"
3,"Civil engineering and built environment","Soil science","Soil cultivation"
3,"Civil engineering and built environment","Soil science","Soil ecosystems"
3,"Civil engineering and built environment","Soil science","Soil fertility, fertilizers and manures"
3,"Civil engineering and built environment","Soil science","Soil management"
3,"Civil engineering and built environment","Soil science","Soil microbiology"
3,"Civil engineering and built environment","Soil science","Soil pollution"
3,"Civil engineering and built environment","Soil science","Soil resources"
3,"Civil engineering and built environment","Soil science","Soil science"
3,"Civil engineering and built environment","Soil science","Soil structure"
2,"Civil engineering and built environment","Structural Engineering","Structural Engineering"
3,"Civil engineering and built environment","Structural Engineering","Blast Engineering (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Bridges"
3,"Civil engineering and built environment","Structural Engineering","Cable Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Composite Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Concrete Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Damage Detection (Structural)"
3,"Civil engineering and built environment","Structural Engineering","Earthquake Engineering"
3,"Civil engineering and built environment","Structural Engineering","Failure of Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Fire Engineering (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Health Monitoring (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Historical Structures"
3,"Civil engineering and built environment","Structural Engineering","Human-Structure Interaction"
3,"Civil engineering and built environment","Structural Engineering","Large-scale Structural Tests"
3,"Civil engineering and built environment","Structural Engineering","Lightweight Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Long Spans"
3,"Civil engineering and built environment","Structural Engineering","Low Carbon Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Masonry Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Offshore Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Retrofit of Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Steel Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Structural Analysis (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Structural Design (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Structural Joints (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Thin-walled Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Timber Structures (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Use of Sensors (Civil)"
3,"Civil engineering and built environment","Structural Engineering","Vibration Engineering (Civil)"
2,"Civil engineering and built environment","Transportation Operations and Management","Transportation Operations and Management"
3,"Civil engineering and built environment","Transportation Operations and Management","Accident Analysis and Modelling"
3,"Civil engineering and built environment","Transportation Operations and Management","Airport Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Coastal and Inland Waterways Transport Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Cycling"
3,"Civil engineering and built environment","Transportation Operations and Management","Discrete Choice Modelling"
3,"Civil engineering and built environment","Transportation Operations and Management","Driver Behaviour"
3,"Civil engineering and built environment","Transportation Operations and Management","Driver Information Systems"
3,"Civil engineering and built environment","Transportation Operations and Management","Environmental Impact of Transport"
3,"Civil engineering and built environment","Transportation Operations and Management","Ferry Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Freight Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Image Analysis"
3,"Civil engineering and built environment","Transportation Operations and Management","Inclusive Transport"
3,"Civil engineering and built environment","Transportation Operations and Management","Intelligent Transport Systems"
3,"Civil engineering and built environment","Transportation Operations and Management","Logistics"
3,"Civil engineering and built environment","Transportation Operations and Management","Marine Transport Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Modal Choice"
3,"Civil engineering and built environment","Transportation Operations and Management","Network Analysis"
3,"Civil engineering and built environment","Transportation Operations and Management","Operational Research (Transport)"
3,"Civil engineering and built environment","Transportation Operations and Management","Passenger Information Systems"
3,"Civil engineering and built environment","Transportation Operations and Management","Pedestrians"
3,"Civil engineering and built environment","Transportation Operations and Management","Port Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Public Transport Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Railway Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Road Charging Systems"
3,"Civil engineering and built environment","Transportation Operations and Management","Road Safety"
3,"Civil engineering and built environment","Transportation Operations and Management","Road Transport Operations"
3,"Civil engineering and built environment","Transportation Operations and Management","Route Choice"
3,"Civil engineering and built environment","Transportation Operations and Management","Traffic Assignment"
3,"Civil engineering and built environment","Transportation Operations and Management","Traffic Control"
3,"Civil engineering and built environment","Transportation Operations and Management","Traffic Engineering"
3,"Civil engineering and built environment","Transportation Operations and Management","Traffic Impact Assessment"
3,"Civil engineering and built environment","Transportation Operations and Management","Traffic Management"
3,"Civil engineering and built environment","Transportation Operations and Management","Traffic Modelling"
3,"Civil engineering and built environment","Transportation Operations and Management","Traffic Simulation"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport and Land Use"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Economics"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Emissions"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Noise and Vibration"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Planning"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Policy"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Pollution Management"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Safety"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Scheduling"
3,"Civil engineering and built environment","Transportation Operations and Management","Transport Telematics"
3,"Civil engineering and built environment","Transportation Operations and Management","Transportation Demand Management"
3,"Civil engineering and built environment","Transportation Operations and Management","Travel Behaviour"
3,"Civil engineering and built environment","Transportation Operations and Management","Vehicle Locationing Systems"
2,"Civil engineering and built environment","Urban and Land Management","Urban and Land Management"
3,"Civil engineering and built environment","Urban and Land Management","Climatic Effects on Land"
3,"Civil engineering and built environment","Urban and Land Management","Community design"
3,"Civil engineering and built environment","Urban and Land Management","Design of public spaces"
3,"Civil engineering and built environment","Urban and Land Management","GIS Mapping"
3,"Civil engineering and built environment","Urban and Land Management","Land Design"
3,"Civil engineering and built environment","Urban and Land Management","Land Predictive Models "
3,"Civil engineering and built environment","Urban and Land Management","Land Quality"
3,"Civil engineering and built environment","Urban and Land Management","Outdoor Air Movement"
3,"Civil engineering and built environment","Urban and Land Management","Outdoor Urban Climate"
3,"Civil engineering and built environment","Urban and Land Management","Productivity Studies"
3,"Civil engineering and built environment","Urban and Land Management","Public Transport Systems"
3,"Civil engineering and built environment","Urban and Land Management","Streetscapes"
3,"Civil engineering and built environment","Urban and Land Management","Surveying"
3,"Civil engineering and built environment","Urban and Land Management","Sustainability: Environmental"
3,"Civil engineering and built environment","Urban and Land Management","Sustainability: Urban"
3,"Civil engineering and built environment","Urban and Land Management","Traffic Forecasting"
3,"Civil engineering and built environment","Urban and Land Management","Transport Modelling"
3,"Civil engineering and built environment","Urban and Land Management","Travel Demand"
3,"Civil engineering and built environment","Urban and Land Management","Urban Air Quality"
3,"Civil engineering and built environment","Urban and Land Management","Urban Design Against Crime"
3,"Civil engineering and built environment","Urban and Land Management","Urban Housing Management"
3,"Civil engineering and built environment","Urban and Land Management","Urban Land Use"
3,"Civil engineering and built environment","Urban and Land Management","Urban Lighting"
3,"Civil engineering and built environment","Urban and Land Management","Urban Noise and Tranquility"
3,"Civil engineering and built environment","Urban and Land Management","Urban Pedestrians"
3,"Civil engineering and built environment","Urban and Land Management","Urban Planning and Management"
3,"Civil engineering and built environment","Urban and Land Management","Urban Pollution Management "
3,"Civil engineering and built environment","Urban and Land Management","Urban Predictive Models "
3,"Civil engineering and built environment","Urban and Land Management","Vehicle Emissions"
2,"Civil engineering and built environment","Waste Management","Waste Management"
3,"Civil engineering and built environment","Waste Management","Anaerobic Digestion of Waste"
3,"Civil engineering and built environment","Waste Management","Bioremediation of Waste"
3,"Civil engineering and built environment","Waste Management","Land Use for Waste"
3,"Civil engineering and built environment","Waste Management","Landfill Design"
3,"Civil engineering and built environment","Waste Management","Landfill Management"
3,"Civil engineering and built environment","Waste Management","Leachate Management"
3,"Civil engineering and built environment","Waste Management","Recovery of Waste Materials"
3,"Civil engineering and built environment","Waste Management","Recycling of Waste Materials"
3,"Civil engineering and built environment","Waste Management","Sludge management"
3,"Civil engineering and built environment","Waste Management","Soiled Waste"
3,"Civil engineering and built environment","Waste Management","Waste Construction Materials "
3,"Civil engineering and built environment","Waste Management","Waste Disposal"
3,"Civil engineering and built environment","Waste Management","Waste Legislation"
3,"Civil engineering and built environment","Waste Management","Waste Management"
3,"Civil engineering and built environment","Waste Management","Waste Pollution Management"
3,"Civil engineering and built environment","Waste Management","Waste Waters Management"
3,"Civil engineering and built environment","Waste Management","Water Risk Assessment"
2,"Civil engineering and built environment","Water Engineering","Water Engineering"
3,"Civil engineering and built environment","Water Engineering","Acoustics"
3,"Civil engineering and built environment","Water Engineering","Anaerobic Digestion for Water Treatment"
3,"Civil engineering and built environment","Water Engineering","Biofilms in Water Engineering"
3,"Civil engineering and built environment","Water Engineering","Biofouling (Water Engineering)"
3,"Civil engineering and built environment","Water Engineering","Boundary Layers (water)"
3,"Civil engineering and built environment","Water Engineering","Climatic Effects (Water Engineering)"
3,"Civil engineering and built environment","Water Engineering","Condition Monitoring (Water)"
3,"Civil engineering and built environment","Water Engineering","Domestic Waste Water"
3,"Civil engineering and built environment","Water Engineering","Drainage Systems (Water Eng)"
3,"Civil engineering and built environment","Water Engineering","Drinking Water Systems"
3,"Civil engineering and built environment","Water Engineering","Drinking Water Treatment Processes"
3,"Civil engineering and built environment","Water Engineering","Effluent Treatment"
3,"Civil engineering and built environment","Water Engineering","Filtration (Water Eng)"
3,"Civil engineering and built environment","Water Engineering","Fouling (Water)"
3,"Civil engineering and built environment","Water Engineering","Grey Water"
3,"Civil engineering and built environment","Water Engineering","Hot Water Supply"
3,"Civil engineering and built environment","Water Engineering","Hydraulics (Water Eng)"
3,"Civil engineering and built environment","Water Engineering","In-situ Testing Techniques (Water Eng)"
3,"Civil engineering and built environment","Water Engineering","Industrial Waste Waters"
3,"Civil engineering and built environment","Water Engineering","Leakage"
3,"Civil engineering and built environment","Water Engineering","Leakage Detection"
3,"Civil engineering and built environment","Water Engineering","Membrane Separations (Water)"
3,"Civil engineering and built environment","Water Engineering","Membrane Technology (Water)"
3,"Civil engineering and built environment","Water Engineering","Network Management"
3,"Civil engineering and built environment","Water Engineering","Organic Matter in Water"
3,"Civil engineering and built environment","Water Engineering","Sewer Maintenance and Rehabilitation"
3,"Civil engineering and built environment","Water Engineering","Sewerage Systems"
3,"Civil engineering and built environment","Water Engineering","Sludge"
3,"Civil engineering and built environment","Water Engineering","Treated Water Quality"
3,"Civil engineering and built environment","Water Engineering","Ultrafiltration"
3,"Civil engineering and built environment","Water Engineering","Waste Water"
3,"Civil engineering and built environment","Water Engineering","Water engineering control"
3,"Civil engineering and built environment","Water Engineering","Water Pipes"
3,"Civil engineering and built environment","Water Engineering","Water Resources"
3,"Civil engineering and built environment","Water Engineering","Water Treatment"
1,"Classics",NA,"Classics"
2,"Classics","Classical Literature","Classical Literature"
2,"Classics","Classical Reception","Classical Reception"
2,"Classics","Epigraphy And Papyrology","Epigraphy And Papyrology"
2,"Classics","Languages And Linguistics","Languages And Linguistics"
2,"Classics","Philosophy, Thought & Religion","Philosophy, Thought & Religion"
1,"Climate and climate change",NA,"Climate and climate change"
2,"Climate and climate change","Climate & Climate Change","Climate & Climate Change"
2,"Climate and climate change","Palaeoenvironments","Palaeoenvironments"
2,"Climate and climate change","Regional Weather & Extreme Events","Regional Weather & Extreme Events"
1,"Complexity science",NA,"Complexity science"
2,"Complexity science","Complexity Science","Complexity Science"
3,"Complexity science","Complexity Science","Agent-Based Models"
3,"Complexity science","Complexity Science","Cellular Automata"
3,"Complexity science","Complexity Science","Complex System Description"
3,"Complexity science","Complexity Science","Complex System Design"
3,"Complexity science","Complexity Science","Complex System Formation"
3,"Complexity science","Complexity Science","Complexity in Biology"
3,"Complexity science","Complexity Science","Emergent behaviour"
3,"Complexity science","Complexity Science","Human Factors in Complexity"
3,"Complexity science","Complexity Science","Network Theory and Complexity"
3,"Complexity science","Complexity Science","Nonlinear Dynamics and Chaos"
3,"Complexity science","Complexity Science","Physics of Complex Systems"
3,"Complexity science","Complexity Science","Quantitative Information Theory"
3,"Complexity science","Complexity Science","Risk in Complex Systems"
3,"Complexity science","Complexity Science","Self-Organising Systems"
3,"Complexity science","Complexity Science","Uncertainty in complex systems"
3,"Complexity science","Complexity Science","Universality and scaling"
1,"Cultural and museum studies",NA,"Cultural and museum studies"
2,"Cultural and museum studies","Conservation Of Art & Textiles","Conservation Of Art & Textiles"
2,"Cultural and museum studies","Conservation Science","Conservation Science"
2,"Cultural and museum studies","Cultural Geography","Cultural Geography"
2,"Cultural and museum studies","Cultural Studies & Pop Culture","Cultural Studies & Pop Culture"
2,"Cultural and museum studies","Gender And Sexuality Studies","Gender And Sexuality Studies"
2,"Cultural and museum studies","Heritage Management","Heritage Management"
2,"Cultural and museum studies","Museum And Gallery Studies","Museum And Gallery Studies"
2,"Cultural and museum studies","Policy, Arts Management & Creative Industries","Policy, Arts Management & Creative Industries"
1,"Dance",NA,"Dance"
2,"Dance","Choreography","Choreography"
2,"Dance","Dance Notation","Dance Notation"
2,"Dance","Dance Performance","Dance Performance"
2,"Dance","History Of Dance","History Of Dance"
2,"Dance","Social Dance","Social Dance"
1,"Demography and human geography",NA,"Demography and human geography"
2,"Demography and human geography","Demography","Demography"
2,"Demography and human geography","Human Geography","Human Geography"
1,"Design",NA,"Design"
2,"Design","Architecture History, Theory and Practice","Architecture History, Theory and Practice"
2,"Design","Design Engineering","Design Engineering"
3,"Design","Design Engineering","Automotive Design Engineering"
3,"Design","Design Engineering","Computer Aided Design (CAD)"
3,"Design","Design Engineering","Concurrent Engineering Design"
3,"Design","Design Engineering","Design for Healthcare"
3,"Design","Design Engineering","Design for Manufacture"
3,"Design","Design Engineering","Design for Quality"
3,"Design","Design Engineering","Design for Recycling "
3,"Design","Design Engineering","Design of Aircraft"
3,"Design","Design Engineering","Design of Biomaterials"
3,"Design","Design Engineering","Design of Built Infrastructure"
3,"Design","Design Engineering","Design of Ships"
3,"Design","Design Engineering","Design Reuse"
3,"Design","Design Engineering","Designing for Risk"
3,"Design","Design Engineering","Embodiment"
3,"Design","Design Engineering","Engineering Design"
3,"Design","Design Engineering","Environmental Impact Design "
3,"Design","Design Engineering","Industrial Design"
3,"Design","Design Engineering","New Product Development"
3,"Design","Design Engineering","Physical Modelling"
3,"Design","Design Engineering","Production Design"
3,"Design","Design Engineering","Requirements Capture"
3,"Design","Design Engineering","Sports Engineering Design"
3,"Design","Design Engineering","Virtual Modelling"
2,"Design","Design History, Theory and Practice","Design History, Theory and Practice"
2,"Design","Design Processes","Design Processes"
3,"Design","Design Processes","Change Management Design"
3,"Design","Design Processes","Conceptual Design Processes"
3,"Design","Design Processes","Constraint Modelling in Design"
3,"Design","Design Processes","Creativity in Design"
3,"Design","Design Processes","Design Audit"
3,"Design","Design Processes","Design Configuration"
3,"Design","Design Processes","Design Decision Support Tools"
3,"Design","Design Processes","Design for Sustainability"
3,"Design","Design Processes","Design for User Need"
3,"Design","Design Processes","Design Information"
3,"Design","Design Processes","Design Innovation"
3,"Design","Design Processes","Design Management"
3,"Design","Design Processes","Design Processes"
3,"Design","Design Processes","Design Review"
3,"Design","Design Processes","Design to Customer Requirement"
3,"Design","Design Processes","Designing in Human Factors"
3,"Design","Design Processes","Distributed Design"
3,"Design","Design Processes","Inclusive Design"
3,"Design","Design Processes","Individualisation of technology"
3,"Design","Design Processes","Integration of Design"
3,"Design","Design Processes","Knowledge Management (Design)"
3,"Design","Design Processes","Multi-objective Optimisation"
3,"Design","Design Processes","Process Management Design"
2,"Design","Digital Art & Design","Digital Art & Design"
2,"Design","Product Design","Product Design"
1,"Development studies",NA,"Development studies"
2,"Development studies","Area And Development Studies","Area And Development Studies"
1,"Drama and theatre studies",NA,"Drama and theatre studies"
2,"Drama and theatre studies","Drama & Theatre - Other","Drama & Theatre - Other"
2,"Drama and theatre studies","Dramaturgy","Dramaturgy"
2,"Drama and theatre studies","Performance And Live Art","Performance And Live Art"
2,"Drama and theatre studies","Scenography","Scenography"
2,"Drama and theatre studies","Theatre And History","Theatre And History"
2,"Drama and theatre studies","Theatre And Society","Theatre And Society"
2,"Drama and theatre studies","Theories Of Theatre","Theories Of Theatre"
1,"Ecology, biodiversity and systematics",NA,"Ecology, biodiversity and systematics"
2,"Ecology, biodiversity and systematics","Behavioural Ecology","Behavioural Ecology"
2,"Ecology, biodiversity and systematics","Community Ecology","Community Ecology"
2,"Ecology, biodiversity and systematics","Conservation Ecology","Conservation Ecology"
2,"Ecology, biodiversity and systematics","Population Ecology","Population Ecology"
2,"Ecology, biodiversity and systematics","Systematics and Taxonomy","Systematics and Taxonomy"
1,"Economics",NA,"Economics"
2,"Economics","Economics","Economics"
3,"Economics","Economics","Behavioural economics"
3,"Economics","Economics","Economics"
3,"Economics","Economics","Rural economies"
3,"Economics","Economics","Urban economies"
1,"Education",NA,"Education"
2,"Education","Education","Education"
1,"Electrical engineering",NA,"Electrical engineering"
2,"Electrical engineering","Bioelectronic Devices","Bioelectronic Devices"
3,"Electrical engineering","Bioelectronic Devices","Bio-Molecular Electronics"
3,"Electrical engineering","Bioelectronic Devices","Bioelectronic nanostructures"
3,"Electrical engineering","Bioelectronic Devices","Biointerfaces"
3,"Electrical engineering","Bioelectronic Devices","Biological Microcircuits"
3,"Electrical engineering","Bioelectronic Devices","Biomaterials for Info Proc "
3,"Electrical engineering","Bioelectronic Devices","Sensors (Bioelectronics)"
3,"Electrical engineering","Bioelectronic Devices","Silicon-based Electrodes"
2,"Electrical engineering","Electrical Motor and Drive Systems","Electrical Motor and Drive Systems"
3,"Electrical engineering","Electrical Motor and Drive Systems","Alternators"
3,"Electrical engineering","Electrical Motor and Drive Systems","Drives"
3,"Electrical engineering","Electrical Motor and Drive Systems","Electrical Drives"
3,"Electrical engineering","Electrical Motor and Drive Systems","Electrical Vehicles"
3,"Electrical engineering","Electrical Motor and Drive Systems","Energy efficient motors/drives"
3,"Electrical engineering","Electrical Motor and Drive Systems","Magnetic Bearings"
3,"Electrical engineering","Electrical Motor and Drive Systems","Motors - Brushless"
3,"Electrical engineering","Electrical Motor and Drive Systems","Motors - Induction"
3,"Electrical engineering","Electrical Motor and Drive Systems","Motors - Linear"
3,"Electrical engineering","Electrical Motor and Drive Systems","Motors - Stepping"
3,"Electrical engineering","Electrical Motor and Drive Systems","Motors - Synchronous"
3,"Electrical engineering","Electrical Motor and Drive Systems","Switched Reluctance"
3,"Electrical engineering","Electrical Motor and Drive Systems","Turbomachinery"
2,"Electrical engineering","Optical Devices and Subsystems","Optical Devices and Subsystems"
3,"Electrical engineering","Optical Devices and Subsystems","Acoustic/Ultrasonic Sensors "
3,"Electrical engineering","Optical Devices and Subsystems","Amplifiers (not semiconductor)"
3,"Electrical engineering","Optical Devices and Subsystems","Device Design"
3,"Electrical engineering","Optical Devices and Subsystems","Environmental Biosensors"
3,"Electrical engineering","Optical Devices and Subsystems","Fibre Gratings"
3,"Electrical engineering","Optical Devices and Subsystems","Fibre-optic Sensors"
3,"Electrical engineering","Optical Devices and Subsystems","Gratings (Optics)"
3,"Electrical engineering","Optical Devices and Subsystems","Gravity Sensors"
3,"Electrical engineering","Optical Devices and Subsystems","Heat Sensors"
3,"Electrical engineering","Optical Devices and Subsystems","Lasers - Crystal Waveguide"
3,"Electrical engineering","Optical Devices and Subsystems","Lasers - Development"
3,"Electrical engineering","Optical Devices and Subsystems","Lasers - Femtosecond"
3,"Electrical engineering","Optical Devices and Subsystems","Lasers - Fibre"
3,"Electrical engineering","Optical Devices and Subsystems","Lasers - Quantum Cascade"
3,"Electrical engineering","Optical Devices and Subsystems","Lasers - Solid-state"
3,"Electrical engineering","Optical Devices and Subsystems","Lithium Niobate"
3,"Electrical engineering","Optical Devices and Subsystems","Medical - Physical and Chemical Sensing"
3,"Electrical engineering","Optical Devices and Subsystems","Micro-optical Devices"
3,"Electrical engineering","Optical Devices and Subsystems","Modulators - Acousto-optic"
3,"Electrical engineering","Optical Devices and Subsystems","Neural Networks (Power)"
3,"Electrical engineering","Optical Devices and Subsystems","Nonlinear Devices"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Biosensors"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Chemical Sensors"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Computing"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Data Storage"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Diagnostics/Analysis"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Fibres (Devices)"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Gas Sensing"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Parametric Oscillators"
3,"Electrical engineering","Optical Devices and Subsystems","Optical Switches"
3,"Electrical engineering","Optical Devices and Subsystems","Photonic Crystals"
3,"Electrical engineering","Optical Devices and Subsystems","Planar Amplifiers"
3,"Electrical engineering","Optical Devices and Subsystems","Planar Integration"
3,"Electrical engineering","Optical Devices and Subsystems","Plasmonics"
3,"Electrical engineering","Optical Devices and Subsystems","Semiconductor Amplifiers"
3,"Electrical engineering","Optical Devices and Subsystems","Silica on Silicon"
3,"Electrical engineering","Optical Devices and Subsystems","Spatial Light Modulators"
3,"Electrical engineering","Optical Devices and Subsystems","Waveguides (Optical)"
2,"Electrical engineering","Optoelectronic Devices and Circuits","Optoelectronic Devices and Circuits"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Electro-absorption Modulators"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Gain Switched Laser"
3,"Electrical engineering","Optoelectronic Devices and Circuits","III-V Nitrides (Optoelectronic)"
3,"Electrical engineering","Optoelectronic Devices and Circuits","III-V Optoelectronic Circuits"
3,"Electrical engineering","Optoelectronic Devices and Circuits","III-V Semiconductors (Optoelectronic)"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Infrared Detectors"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Laser diodes (Optoelectronic)"
3,"Electrical engineering","Optoelectronic Devices and Circuits","LEDs"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Mode-locked Laser Diodes"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Multiple Quantum Well"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Optoelectronic Detectors and Receivers"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Optoelectronic Integrated Circuits"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Photodetectors"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Photodiode"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Photonic Integration"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Photonic/Electronic Integration"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Phototransistors"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Pulsed Operation/Systems"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Pump Lasers"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Receivers/Mixers"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Semiconductor Laser Amplifiers"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Semiconductor Lasers"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Solar Cells (Photovoltaics)"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Terahertz"
3,"Electrical engineering","Optoelectronic Devices and Circuits","Ultra-violet (UV) devices"
2,"Electrical engineering","Power Electronics","Power Electronics"
3,"Electrical engineering","Power Electronics","AC/DC drives"
3,"Electrical engineering","Power Electronics","Active Filtering"
3,"Electrical engineering","Power Electronics","Capacitors in Power Electronics"
3,"Electrical engineering","Power Electronics","Convertors (electronics)"
3,"Electrical engineering","Power Electronics","Electronic Filters"
3,"Electrical engineering","Power Electronics","FACTS"
3,"Electrical engineering","Power Electronics","Gate Turn-off Thyristor (GTO)"
3,"Electrical engineering","Power Electronics","HV Integrated Circuits (HVIC)"
3,"Electrical engineering","Power Electronics","HVDC"
3,"Electrical engineering","Power Electronics","Inductors"
3,"Electrical engineering","Power Electronics","Integrated Gate Comm Thyristor"
3,"Electrical engineering","Power Electronics","Lifetime Prediction"
3,"Electrical engineering","Power Electronics","Light Triggered Thyristors"
3,"Electrical engineering","Power Electronics","Microwave/RF power electronics"
3,"Electrical engineering","Power Electronics","Phase Control Thyristors"
3,"Electrical engineering","Power Electronics","power electronics circuits"
3,"Electrical engineering","Power Electronics","Power Integrated Circuits"
3,"Electrical engineering","Power Electronics","power Inverters"
3,"Electrical engineering","Power Electronics","Rectifiers"
3,"Electrical engineering","Power Electronics","Semiconductor Devices"
3,"Electrical engineering","Power Electronics","SMPS"
3,"Electrical engineering","Power Electronics","Thyristors"
3,"Electrical engineering","Power Electronics","Trench MOS"
3,"Electrical engineering","Power Electronics","Uninterruptible Power Supplies"
2,"Electrical engineering","Power Systems Management, Protection and Control","Power Systems Management, Protection and Control"
3,"Electrical engineering","Power Systems Management, Protection and Control","Intelligent Power Systems"
3,"Electrical engineering","Power Systems Management, Protection and Control","Power Condition Monitoring"
3,"Electrical engineering","Power Systems Management, Protection and Control","Power control Systems"
3,"Electrical engineering","Power Systems Management, Protection and Control","Power fault detection"
3,"Electrical engineering","Power Systems Management, Protection and Control","Power fault diagnosis"
3,"Electrical engineering","Power Systems Management, Protection and Control","Power Systems - Economics"
3,"Electrical engineering","Power Systems Management, Protection and Control","Power Systems - Management"
3,"Electrical engineering","Power Systems Management, Protection and Control","Signal Control - Amplifiers"
3,"Electrical engineering","Power Systems Management, Protection and Control","Signal Control - Switches"
3,"Electrical engineering","Power Systems Management, Protection and Control","Systems Theory; Control"
2,"Electrical engineering","Power Systems Plant","Power Systems Plant"
3,"Electrical engineering","Power Systems Plant","Cables in Power Plant"
3,"Electrical engineering","Power Systems Plant","Dielectric Power Systems"
3,"Electrical engineering","Power Systems Plant","Energy Substations"
3,"Electrical engineering","Power Systems Plant","Insulators (power plant)"
3,"Electrical engineering","Power Systems Plant","Power Plant Gas Turbines"
2,"Electrical engineering","Robotics and Autonomy","Robotics and Autonomy"
3,"Electrical engineering","Robotics and Autonomy","Actuators"
3,"Electrical engineering","Robotics and Autonomy","Autonomous Road Vehicles"
3,"Electrical engineering","Robotics and Autonomy","Bio-inspired Robotics"
3,"Electrical engineering","Robotics and Autonomy","Dextrous Manipulation"
3,"Electrical engineering","Robotics and Autonomy","Dynamic Manipulation"
3,"Electrical engineering","Robotics and Autonomy","Grasp Planning"
3,"Electrical engineering","Robotics and Autonomy","Haptic Robotics (Force Feedback)"
3,"Electrical engineering","Robotics and Autonomy","Industrial Robotics"
3,"Electrical engineering","Robotics and Autonomy","Manipulator Dynamics"
3,"Electrical engineering","Robotics and Autonomy","Manipulator Kinematics"
3,"Electrical engineering","Robotics and Autonomy","Mechatronics"
3,"Electrical engineering","Robotics and Autonomy","Medical Robotics"
3,"Electrical engineering","Robotics and Autonomy","Medical Robotics - Assistive"
3,"Electrical engineering","Robotics and Autonomy","Medical Robotics - Rehabilitation "
3,"Electrical engineering","Robotics and Autonomy","Medical Robotics - Surgery"
3,"Electrical engineering","Robotics and Autonomy","Mobile Robots"
3,"Electrical engineering","Robotics and Autonomy","Multiple Robot Cooperation"
3,"Electrical engineering","Robotics and Autonomy","Nanorobotics"
3,"Electrical engineering","Robotics and Autonomy","Path Planning"
