"date_posted","thumb","title","content"
"2013-12-23","CIMG3919-150x150.jpg","3 PhD studentships available at SAFE","<p>We’re pleased to announce there are three new PhD studentships available to work at SAFE on a variety of topics.</p><p>Full details about the projects and how to apply are given on the Imperial College London <a href=""http://www3.imperial.ac.uk/changingplanet/projects"">website</a>, but feel free to contact the project supervisors directly for additional information.  All studentships will be based at Imperial College London where the strong emphasis on academic qualifications within the College means that to have a realistic chance of success, applicants will need to have a First Class undergraduate degree and a Distinction at MSc level.</p><p> </p><p>
  <a href=""https://workspace.imperial.ac.uk/climatechange/Public/pdfs/Studentships/2014/2014_3%20-%20Ewers.pdf"">
    <span style=""text-decoration: underline;"">Physiological tolerance of tropical forest invertebrates to microclimate change</span>
  </a>
</p><p>Robert Ewers (Imperial College London) and Miguel Araujo (Imperial College London)</p><p>We will conduct an ecosystem level risk assessment of the interactive effects of climate and land use change on the ecosystem functioning of a tropical rainforest in Borneo.  We will use experimentally determined physiological tolerance of a range of ant and beetle species to microclimate change to predict the distribution of species before, during and after conversion of forest to oil palm plantation at the SAFE Project in Malaysia.  The phylogenetic patterning of physiological tolerance and morphological traits will be compared to determine the sensitivity of rainforest ecosystems to logging, climate change and conversion to agriculture.</p><p> </p><p>
  <a href=""https://workspace.im%20perial.ac.uk/climatechange/Public/pdfs/Studentships/2014/2014_69%20-%20Buytaert.pdf"">
    <span style=""text-decoration: underline;"">Modelling drivers of tropical land-use change and their impact on local water resources</span>
  </a>
</p><p>Wouter Buytaert (Imperial College London) and Robert Ewers (Imperial College London)</p><p>This project will use the SAFE Project experimental site in Borneo as a case study to develop an integrated hydro-economic simulation system to assess and predict the impact of land-use change in the tropics on water-related ecosystem services.  We will examine how forest disturbance alters hydrophysical soil properties and the physical processes of interception and evaporation from vegetation to develop a physical model of tropical forest hydrology. The model will be used to examine trade-offs between socio-economic use of a forest and water resources.</p><p> </p><p>
  <a href=""https://workspace.imperial.ac.uk/climatechange/Public/pdfs/Studentships/2014/2014_32%20-%20Rowcliffe.pdf"">
    <span style=""text-decoration: underline;"">Understanding how tropical forest fragmentation impacts on mammal communities</span>
  </a>
</p><p>Marcus Rowcliffe and Chris Carbone (Institute of Zoology), Jon Taylor (ZSL Conservation Programs), Robert Ewers (Imperial College London) and Mirko Kovac (Imperial College London)</p><p>The aim of this PhD project is to understand the processes underlying changes in mammal diversity and community composition in response to habitat fragmentation under controlled experimental conditions, uniquely provided by the SAFE Project, Sabah, Malaysia.  Data for this project will be collected by camera and live trapping, and this study will employ the latest generation of small, affordable telemetry tags in combination with drone-borne receivers to monitor the dispersal of mammals in a fragmented landscape.</p><p> </p>"
"2013-11-13","318BALI2_rdax_300x216-150x150.jpg","Major study investigates human impacts on tropics","<div id=""news_content"">
<div id=""news_details_image"">
<div style=""width: 310px"" class=""wp-caption alignright""><img alt="""" src=""http://www.abdn.ac.uk/news/images/318BALI2_rdax_300x216.jpg"" width=""300"" height=""216""/><p class=""wp-caption-text"">Oil palm in Sabah, Malaysia courtesy of Yadvinder Malhi</p></div>
<div id=""news_details_image_caption"" style=""text-align: left;""><b style=""font-size: 13px; line-height: 19px;"">Human impacts on the forests of the tropics are causing irreversible changes to these ecosystems yet the effects of these changes are poorly understood.</b></div>
</div>
<p>Now the ramifications of activities such as logging, deforestation and agricultural conversion on the web of life are to be explored by an international team of scientists which has been awarded a £4.6M grant by the Natural Environment Research Council to work at the SAFE Project.</p>
<p>The University of Aberdeen is leading a four-year study of tropical forests in Southeast Asia – the results of which should interest to policymakers, resource managers, climate change researchers, the oil palm industry, the carbon trading sector, tropical scientists and the conservation sector globally.</p>
<p>Dr Yit Arn Teh, principal investigator and senior lecturer at the University of Aberdeen, said: “Tropical forests are being cut down for timber and agriculture to meet global demands for food and natural resources. This leaves behind landscapes that are completely different from the natural ones that existed before human disturbance.</p>
<p>“Forest clearing and land conversion are leading to habitat loss and species extinctions at a rate that is unprecedented in Earth’s history. This problem is especially acute in South-east Asia, where the pace of land conversion is very high relative to the global average, and where we also see some of the highest levels of biodiversity worldwide.</p>
<p>“Logging and agricultural conversion in places like Borneo are threatening rainforest biodiversity; however, we still have a poor understanding of how humans are affecting not only charismatic, well-known species like the Asian elephant, hornbills and orangutans, but a whole host of other animals, plants and microbes that the public is often less aware of.</p>
<p>“Some of these less publicly visible organisms – like plants, insects and soil microbes – are in fact critical for sustaining living ecosystems because they form the basis of the food web and support communities of higher organisms like birds, monkeys, elephants and other vertebrates. Plants, insects and soil microbes are also responsible for ecological processes like photosynthesis, decomposition and nutrient cycling which, in turn, are globally important, because they determine whether tropical landscapes release or absorb greenhouse gases with the atmosphere.</p>
<p>“At the moment, we don’t have a clear picture of how tropical forest clearing and land conversion influences the diversity of plants, insects and soil microbes; nor do we fully comprehend how changes in the diversity of these three major groups may influence key ecological processes like photosynthesis, decomposition, nutrient cycling or greenhouse gas exchange.</p>
<p>“This makes it difficult for us to model and predict the environmental effects of human activity in the tropics, both today and in the future. It also makes it challenging to work-out the best means of sustainably managing tropical forests or agricultural landscapes.</p>
<p>“We’ll be investigating how land-use change in Malaysian Borneo has altered the diversity of plants, insects and soil microbes, spanning a land-use gradient that stretches from tropical old-growth forests through to logged forests, oil palm plantations and restored forests. We’ll be trying to understand how changes in the diversity of these three major groups, in turn, influences ecological processes and greenhouse gas exchange.</p>
<p>“We’ll also be working closely with our colleagues in other research groups to understand how changes to plant, insect and microbial diversity may affect higher organisms like birds or other vertebrates.</p>
<p>“Using cutting-edge airborne remote sensing and modelling techniques, we’ll try to extrapolate our smaller plot-level measurements to Borneo as a whole.</p>
<p>“Further development of these new remote sensing and modelling techniques is also exciting because it opens up the possibility of studying large parts of the tropics from the air, opening up previously remote or inaccessible areas for scientific investigation.</p>
<p>“Also the tropics are so vast – it’s often difficult to develop a comprehensive picture of what’s happening across a country, region or continent based on a limited number of ground measurements, necessitating larger-scale measurement and modelling tools.</p>
<p>“As human activity expands and intensifies around the tropics, answers to the questions we’re posing here about the relationship between land-use change, biodiversity and ecosystem functioning will become increasingly important as we seek ways and means of making our tropical land management practices more sustainable and environment-friendly.”</p>
<p>BALI – or the Biodiversity And Land-use Impacts on Tropical Ecosystem Function consortium – is the name of the research collaboration which also involves the Universities of Cambridge, Edinburgh, Lancaster, Liverpool, Oxford, York, the Centre for Ecology and Hydrology at Lancaster and the Natural History Museum in London. It also brings together a host of international partner organisations from Malaysia, Japan, Brazil and the USA.</p>
</div>"
"2013-11-08","20111010-105452144-of-10-develop2-150x150.jpg","Caught on camera: Elusive bay cat from Borneo","<p>Scientists have captured rare footage of a little-known wild cat, which has red fur and a long distinctive tail with a black and white tip.</p><p>Almost nothing is known about the habits of the mysterious bay cat, but it is thought to be at risk of extinction due to widespread loss of its habitat on Borneo in the Malaysian province of Sabah.</p><p>The animals have been observed by researchers who are trying to understand the impact of logging on the lives of animals in tropical forests.</p><p>Until now, the bay cat (<em>Pardofelis badia</em>) had been recorded by remote, motion-sensitive cameras just a handful of times in its Borneo forest home and was only photographed in the wild for the first time in 2003.</p><p>Adult cats weigh 3 to 4 kilogrammes with bodies around 60 centimetres, not including their tail. The long tail has a white streak on its underside and a small black tip, which is often hard to see because of the way their tails curl upwards at the end.</p><div id=""image_crop_tool_1383586344318"">
<div><img title=""Almost nothing is known about the habits of the mysterious bay cat"" alt=""Almost nothing is known about the habits of the mysterious bay cat"" src=""http://www3.imperial.ac.uk/icimages?p_imgid=394372""/><div>
<div>
<p><canvas width=""57"" height=""16""/><canvas width=""62"" height=""16""/><canvas width=""25"" height=""16""/><canvas width=""55"" height=""16""/><canvas width=""50"" height=""16""/><canvas width=""35"" height=""16""/><canvas width=""53"" height=""16""/><canvas width=""27"" height=""16""/><canvas width=""35"" height=""16""/><canvas width=""82"" height=""16""/><canvas width=""30"" height=""16""/><br/><canvas width=""29"" height=""16""/></p>
</div>
</div>
</div>
</div><p>Dr Robert Ewers from the Department of Life Sciences at Imperial College London, leads the <a title=""SAFE project, which covers around 8000 hectares of forest"" href=""http://www3.imperial.ac.uk/newsandeventspggrp/imperialcollege/newssummary/news_1-2-2011-14-51-18"">SAFE project, which covers around 8000 hectares of forest</a> where the cats have been caught on video.</p><p>“We were completely surprised to see so many bay cats at these sites in Borneo where natural forests have been so heavily logged for the timber trade,” he said.</p><p>“Conservationists used to assume that relatively few wild animals can live in logged forest, but we now know this land can be home for many endangered species.</p><p>“Our study today shows solid evidence that even top carnivores, such as these magnificent bay cats, can survive in commercially logged forests,” Dr Ewers added.</p><div id=""image_crop_tool_1383647940075"">
<div><img title=""Adult cats weigh 3 to 4 kilogrammes with bodies around 60 centimetres long"" alt=""Adult cats weigh 3 to 4 kilogrammes with bodies around 60 centimetres long"" src=""http://www3.imperial.ac.uk/icimages?p_imgid=394553""/><div>
<div>
<p><canvas width=""47"" height=""16""/><canvas width=""40"" height=""16""/><canvas width=""52"" height=""16""/><canvas width=""22"" height=""16""/><canvas width=""27"" height=""16""/><canvas width=""23"" height=""16""/><canvas width=""94"" height=""16""/><canvas width=""41"" height=""16""/><canvas width=""56"" height=""16""/><canvas width=""58"" height=""16""/><canvas width=""23"" height=""16""/><br/><canvas width=""87"" height=""16""/><canvas width=""34"" height=""16""/></p>
</div>
</div>
</div>
</div><p>The research has been carried out by scientists from Imperial and the <a title=""Zoological Society of London link opens in a new window"" href=""http://www.zsl.org/science/"" target=""_blank"">Zoological Society of London</a>, and evidence of the sightings is published in the journal PLoS One.</p><p>The bay cat is one of five cat species native to Borneo, the list includes: the Sunda clouded leopard (<em>Neofelis diardi</em>), leopard cat (<em>Prionailurus bengalensis</em>), flat-headed cat (<em>Prionailurus planiceps</em>) and marbled cat (<em>Pardofelis marmorata</em>). All of these species except the leopard cat are listed as threatened with global extinction on the IUCN Red List.</p><p>Scientists use automatically operated camera traps to collect information about species of birds and mammals such as tigers, who would avoid a person trying to track them.</p><p>ZSL and Imperial College London PhD researcher Oliver Wearn said: “The cameras record multiple sightings, sometimes of species which we might be very lucky to see even after spending years in an area.</p><p>“I’ve seen the clouded leopard just twice in three years of fieldwork, whilst my cameras recorded 14 video sequences of this enigmatic cat in just eight months.”</p><div id=""image_crop_tool_1383585419217"">
<div><img title=""The long tail has a white streak on its underside and a small black tip"" alt=""The long tail has a white streak on its underside and a small black tip"" src=""http://www3.imperial.ac.uk/icimages?p_imgid=394360""/><div>
<div>
<p><canvas width=""37"" height=""16""/><canvas width=""42"" height=""16""/><canvas width=""34"" height=""16""/><canvas width=""37"" height=""16""/><canvas width=""22"" height=""16""/><canvas width=""49"" height=""16""/><canvas width=""53"" height=""16""/><canvas width=""30"" height=""16""/><canvas width=""30"" height=""16""/><canvas width=""76"" height=""16""/><canvas width=""38"" height=""16""/><canvas width=""22"" height=""16""/><canvas width=""44"" height=""16""/><br/><canvas width=""47"" height=""16""/><canvas width=""23"" height=""16""/></p>
</div>
</div>
</div>
</div><p> </p><p>Scientists will continue to study the effects of logging on wildlife populations. They are looking more broadly than just these cats, at other large and small mammal species.</p><p>Overall they aim to gather information that can be used by palm oil producers on the island, to make their plantations more mammal-friendly, and assess whether saving patches of forest within such areas might be beneficial for Borneo’s biodiversity.</p><h3/><p>“Assessing the status of wild felids in a highly-disturbed commercial forest reserve in Borneo and the implications for camera trap survey design” is published in PLoS One by Oliver R Wearn, J Marcus Rowcliffe, Chris Carbone, Henry Bernard, Robert M Ewers on 4 November 2013. <a title=""DOI:10.1371/journal.pone.0077598"" href=""http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0077598"">DOI:10.1371/journal.pone.0077598</a></p>"
"2013-10-24","imgres-150x150.jpg","Gunung Kinabalu team trips","<p>This month saw the SAFE team making two trips to Gunung Kinabalu. Our first team of sixteen left early in the month but sadly hit some extreme weather on the way. The trek up to Laban Rata was cold and wet, with extremely strong winds; However we were lucky to have the entire team make it at least that far. Even if one of us had to be carried the last kilometre! Sadly the peak was closed the next morning, so we were not able to attempt the summit but a good time was had by all and the weather cleared up for our visit to Poring Hot Springs.</p><p>
  <a href=""/safe_web/static/images/news_legacy/1395369_690303954312995_643682213_n.jpg"">
    <img class=""aligncenter size-medium wp-image-67007"" alt=""1395369_690303954312995_643682213_n"" src=""/safe_web/static/images/news_legacy/1395369_690303954312995_643682213_n-600x336.jpg"" width=""600"" height=""336""/>
  </a>
</p><p> </p><p>Our second team of sixteen, plus two of the SEARRP office staff from the Kota Kinabalu office, Welly and Josephine, had a little bit more luck this week. With much milder weather, at least part of the team managed to make it to the summit this morning and we hope that they will enjoy the hop springs at Poring and give their legs a rest!</p><p> </p><p>
  <a href=""/safe_web/static/images/news_legacy/1395376_698959993447391_1454291529_n.jpg"">
    <img class=""aligncenter size-medium wp-image-67008"" alt=""1395376_698959993447391_1454291529_n"" src=""/safe_web/static/images/news_legacy/1395376_698959993447391_1454291529_n-533x400.jpg"" width=""533"" height=""400""/>
  </a>
</p>"
"2013-09-28","Greenies-150x150.jpg","Green Power","<p>Late September saw a visit from the guys from who have been contracted to set up the new SAFE camp with a green power source. Adrian is from a local community-based NGO, <a href=""http://tonibungrenewables.blogspot.com/"" data-cke-saved-href=""http://tonibungrenewables.blogspot.com/"">Tonibung</a> who have been contracted for the work at SAFE. Tonibung aims to bring cost-effective resource management solution to under-serviced rural indigenous communities in Malaysia. He was assisted by Gabe and Raveen, from the US-based consultancy NGO, <a href=""http://greenempowerment.org/"">Green Empowerment </a>who work through local NGO partner organisations to bring clean water and renewable energy through sustainable practices to villages within the developing world.</p><p>After surveying the two streams by the camp, it seems likely that the new camp will be run on a hybrid solar/micro-hydro system with a <a href=""http://www.gekgasifier.com/"">GEK gasifier power pallet</a> as an additional power source for peak usage periods. The gasifier will run off waste products from the sawmill, converting dry biomass to clean burning fuel and at it’s top capacity will consume 18kg of wood chips per hour to produce 20 kilowatts.</p>"
"2013-09-19","IMG_3209.inline-150x150.jpg","Heavily logged forests still valuable for tropical wildlife","<h1/><p>New research at SAFE has found rainforests that have been logged several times continue to hold substantial value for biodiversity and could have a role in conservation.</p><p>According to principal investigators, Dr Matthew Struebig and Anthony Turner from the University of Kent’s <a href=""http://www.kent.ac.uk/dice/"" target=""_blank"">Durrell Institute of Conservation Ecology (DICE)</a>, these findings challenge a long-held belief that there is limited, if any, value of heavily logged forests for conservation.</p><p>The research, which monitored bats as an indicator for environmental change on Borneo, is the first of its kind to have wildlife in forests logged more than <dfn>two times</dfn>. The findings are particularly important because across the tropics forest that has been intensively harvested is frequently targeted for conversion to agriculture and is perceived to hold little value for timber, carbon or biodiversity.</p><p>Dr Struebig, Lecturer in Biological Conservation from DICE, explains: ‘Recent studies have emphasised similar numbers of species living in unlogged and logged sites, but what surprised us was just how resilient some species were, even in sites almost unrecognisable as rainforest.’</p><p>Only by viewing forest sites along a gradient of logging disturbance, ranging from pristine to heavily degraded, were the team able to detect a gradual decline of some key bat species.</p><p>The research confirmed the most vulnerable bats were those that tend to live in the cavities of old growth trees. By linking bat captures with vegetation measurements from nearby plots, the researchers were able to reveal how these animals declined as successive rounds of logging took their toll on forest structure, and crucially, the availability of tree cavities.</p><p>Although logging damage was clearly detrimental to some of the species studied, the findings also offer some hope for forest restoration efforts.</p><p>‘Across the tropics there is increasing investment to restore the timber and wildlife in logged rainforests.’ says Dr Struebig. ‘For biodiversity, simple measures, such as setting artificial nest boxes for bats and birds may, if guided by research, help bring some species back to the numbers found in unlogged areas’, he said.</p><p>The research, titled: ‘Quantifying the Biodiversity Value of Repeatedly Logged Rainforests: Gradient and Comparative Approaches from Borneo’ is published in Advances in Ecological Research, Volume 48, and includes the efforts of Malaysian, Indonesian and Canadian researchers in addition to scientists from the University of Kent and the University of East Anglia (UEA) in the UK.</p><p>This study is the first field data to be published from the <a href=""http://www.safeproject.net/"" target=""_blank"">Stability of Altered Forest Ecosystems Project</a> in Sabah, Malaysia – a new landscape experiment which combines the efforts of more than<dfn> 100 researchers around the </dfn>world to investigate the impacts of logging, deforestation and forest fragmentation in the natural world. With support from the Sime Darby Foundation and the Malaysian government, the aim is to produce a set of science-based recommendations for more sustainable practices in the logging and agriculture industries in tropical countries.</p><p>DICE is part of the University of Kent’s <a href=""http://www.kent.ac.uk/sac/"" target=""_blank"">School of Anthropology and Conservation</a>. The field research was supported by grants from The Leverhulme Trust, Bat Conservation International, Chester Zoo, and the Mohamed bin Zayed Species Conservation Fund.<br/><a href=""http://www.sciencedirect.com/science/article/pii/B9780124171992000033"" target=""_blank"">Click here for more information on the research paper.</a></p>"
"2013-09-17","9313_10151657466320784_2138372253_n-150x150.jpg","Arkitrek Exhibition","<p>At the conclusion of their four-month program the Arkitrek interns of 2013, including our very own SAFE group, held an exhibition at El Centro Cafe in Kota Kinabalu this weekend. Each participant was asked to submit a piece inspired by their time working in Sabah on projects such as the SAFE Power House; building a trekkers’ camp at Kampung Kiau (on Mt Kinabalu); constructing a community centre in Bongkud; working on the new the sun-bear centre at Sepilok; building a kindergarten  in Tinangol; facilitating a desing-build in Buavan; or working in the office in Kota Kinabalu. The resulting collection was included everything from photos to chairs made from sustainable building materials and was very impressive. In case you happen to be passing through town soon, the exhibition will be up for the next two weeks.</p>"
"2013-08-23","szoologo_300x300-150x150.jpg","Are You Guys For SCUBA?","<p>One of the senior cameramen from local, KK based, TV production company <a title=""SCUBAZoo"" href=""www.scubazoo.com)"" target=""_blank"">Scubazoo</a>, Roger Munns, stopped by for a quick visit in August. Scubazoo offers turnkey filming services for broadcast programming and corporate video production, specialising in the tropical marine and forest locations of South East Asia.  They have been involved in many educational and environmental films for SEARRP, WWF, SOS Rhino and Sabah Fisheries, as well as a number of Discovery Channel and BBC productions, including a couple of David Attenborough productions. (Full bragging rights there!)</p><p>Scubazoo have been contracted by SAFE to produce a short film documenting the processes involved in transitioning the existing forest area to oil palm plantation and fragmented forest. The aim of this first trip was to get an overview of the operation for future shoots and to capture footage of tree felling and clearing. The Scubazoo team are likely to become frequent visitors to the SAFE site over the next few years, so brush up on your Blue Steel guys.</p><p> </p><p>
  <a href=""/safe_web/static/images/news_legacy/close-up-with-old-mate.jpg"">
    <img class=""alignleft size-medium wp-image-66945"" alt=""close up with old mate"" src=""/safe_web/static/images/news_legacy/close-up-with-old-mate-600x336.jpg"" width=""600"" height=""336""/>
  </a>
</p>"
"2013-08-02","Hasrin-Winkler-Bag-150x150.jpg","Litter Bugs","<p style=""text-align: justify;"">Universitas Sabah Malaysia Masters student, Hasrin Rossleykho, spent just under two months over May and June at SAFE and the Maliau Basin. Hasrin first came to SAFE late last year as a volunteer for a group of National History Museum scientists from London, but returned this year to conduct his own collections within our B, D and LFE Blocks, as well as the Old Growth control sites. His research project is investigating the effects of trampling and litter removal on litter arthropods.</p><p style=""text-align: justify;""> Hasrin has been working mostly with Siun and Mus, collecting litter samples from six random points on the trail within each block and then at various distances from the initial point into the forest. He is sampling at 2m, 10m, 20m, 30m and 50m from point ‘zero’ to determine whether there is a difference between the arthropods collected at the trampled site and those points free of human disturbance. Dominant arthropods will later be identified to species while other groups will be identified only to order. This will be followed by analysis of the diversity of the communities.</p>"
"2013-07-09","Presentation1-150x150.jpg","SAFE Project database online","<p>After a huge amount of work by Evgeniy and his team, the SAFE Project database is now up and running.  It’s worth having a look at the database to see the sorts of data that other people have been collecting, and it will form a great base for identifying potential collaborators who may hold data that could support your analyses.</p><p>Instructions for accessing the database, and step-by-step instructions for depositing data, are also on the website.  This will walk you through the process of registering on the database, generating the meta-data and how to protect and/or share your data with your collaborators.  We’re working on generating a more comprehensive instruction manual for the database, but for now the important steps are outlined <a href=""http://www.safeproject.net/working-at-safe/data-protocols-for-the-safe-project/"">here</a>.</p>"
"2013-06-30","Arkitrek-150x81.jpg","The arrival of the Arkitrek Interns","<p><!--:en--><a href=""/safe_web/static/images/news_legacy/Arkitrek.jpg""><img class=""alignleft size-full wp-image-66903"" alt=""Arkitrek"" src=""/safe_web/static/images/news_legacy/Arkitrek.jpg"" width=""366"" height=""81""/></a>Last week SAFE welcomed the Arkitrek intern group who will be spending the next two months at camp building our new Power House and Lab.  The group, led by Arkitrek staff Sarah and Pete, are a collection of both architect students and recent architect graduates from Malaysia, the United Kingdom and Australia. Rory, Chloe and Kate have come fresh from a project building a workshop and community centre in Donggongon, just out side of Kota Kinabalu. While the SAFE project will be the first Arkitrek project for Tzu Peng, KK, Simon, Andrew and Ida. Our new SAFE residents were lucky to run into a herd of elephants on their first day at SAFE and have already cleared and levelled the site for the Power House.<!--:--><!--:ms-->Las<!--:--></p>"
"2013-05-24","IMG_4272-150x150.jpg","Our Carbon Guru","<p>Back after a five month hiatus back in Oxford and Finland, Oxford Post-Doc Dr Terhi Riutta, returned to SAFE in April after attending the Developing Sustainable Tropical Landscapes  Conference in Kota Kinabalu.  Terhi is one of our core researchers and runs the two Carbon projects at SAFE.  She returned this time to conduct some repairs on some of the Flux Tower sensors and join her Carbon Team, Tien, Jef, Anthony, Mikha and Zinin, in monitoring the Carbon Plots and to carry out deadwood surveys.</p><p>Terhi’s primary project is the Carbon Flux Tower which measures the Carbon Dioxide and Water uptakes and emissions above the canopy, while weather stations at the top and bottom of the tower record temperature, air pressure, humidity, radiation, soil temperature and soil moisture.   For more details <a href=""http://www.safeproject.net/projects/earth-atmosphere-linkages/changing-co2-and-water-budgets-from-habitat-modification/"" data-cke-saved-href=""http://www.safeproject.net/projects/earth-atmosphere-linkages/changing-co2-and-water-budgets-from-habitat-modification/"">here</a>.  She also runs our seven Carbon Plots, set up by Dr Toby Mathews, with her team of RAs, headed by Tien.  The Carbon Plots within the future fragment blocks will be used to monitor both the above and below ground carbon budget before, during and after the conversion period from Logged Forest to Oil Palm, while the plots located within the Continuous Logged Forest and Old Growth in Maliau will act as controls. More details<a href=""http://www.safeproject.net/projects/earth-atmosphere-linkages/carbon-budgets-in-modified-forests/""> here</a>.</p>"
"2013-05-16","ANAND-150x150.jpg","Anand Nainar","<p style=""text-align: justify;"">As an almost monthly visitor to SAFE, Anand Nainar has been conducting research at SAFE since early 2011. Recently converting his Masters degree at the University of Malaysia Sabah (UMS) into a Ph.D., Anand’s thesis will outline the effects of riparian zones of different width on the sediment levels within water catchments.</p><p style=""text-align: justify;"">For the past two years he has been collecting baseline data with his main RA, Ling, on the discharge, suspended sediment, dissolved solids, and nutrients within nine SAFE Project streams as well as one in Danum Valley.  He is also noting any change in channel shape and size; very important data for an area like SAFE, which has such dynamic streams.  Over the next year or two, while the logging is being completed and the different sized riparian zones (from 0m to 120m) are created, Anand will collect the data, which will provide the bulk of his thesis.</p>"
"2013-03-30","Insects-NL-e1364626126368-150x150.jpg","Bugs","<p>The SAFE crew have been busy insect trapping since late February.  This is one of our core projects and is a twice yearly event, during which insect traps are set at every first order sampling point within the SAFE Project (that’s 579 points!) and collected three days later. Combined with this work we also collected leaf litter and ground litter samples from the 193 second order points; retrieved the i-buttons which were set down last year at both first and second order points; downloaded the data they had collected; reset them and relocated them within chosen fragment and control sites. </p><p>These i-buttons, or data loggers, log above ground temperature and humidity at each first order point as well as below ground temp at each second order point and add to the growing data set coming from the SAFE Project. Sadly, to the local oil palm workers and others who wander through our plots, they also make a fashionable accessory as a key ring! (Allegedly…So I hear…).</p>"
"2013-03-13","Presentation11-150x150.jpg","Freshwater fish list","<p>There have been a few people puddling around in the streams at SAFE, and one of them has just provided us with a quick picture guide to the species he found.</p><p>Our new fish guide was prepared for us by Tan Heok Hui, from the National University of Singapore, and includes 20 species from 5 families.</p><p>You can find it <a href=""/safe_web/static/images/news_legacy/SAFE-Project-FW-fish-list-w-PIC-Tan-Heok-Hui.pdf"">here</a>.</p>"
"2013-03-13","862151582-150x150.jpg","Security situation in Sabah","<p>As you may have heard via news reports, some weeks ago an armed party of Suluk residents originating from the Southern Philippines occupied a small village (Kampung Tanduo) approximately 140km north of Lahad Datu on the east coast of Sabah. Following the failure of protracted negotiations, and a shoot-out between the Malaysian police and the intruders which resulted in fatalities on both sides, a military operation was launched on the 5<sup>th</sup> March to re-take Kampung Tunduo. These operations are on-going. There have also been related instances of serious violence in Semporna and disturbances reported in Kunak and other coastal settlements.</p><p>As of the 11th March, the Malaysian Government declared a Special Security Area covering a zone to the east of a line running from the northern coastal town of Kudat to a point east of Tawau on the south-east of Tawau on the south-east coast of Sabah. This area includes Danum Valley and at least part of the main SAFE Project site.</p><p>As a result, the UK Foreign and Commonwealth Office has now revised its travel advice for Sabah, and is advising against non-essential visits to (and for UK national to leave) this newly-defined Special Security Area. Please see the <a href=""http://www.fco.gov.uk/en/travel-and-living-abroad/travel-advice-by-country/asia-oceania/malaysia"">FCO website</a> (and/or advice given by your respective home governments).</p><p>If you would like to discuss this situation with me, please do not hesitate to call (+60 17 8167177) or email (<a href=""mailto:glen@searrp.org"">glen@searrp.org</a> or <a href=""mailto:glen.searrp@icloud.com"">glen.searrp@icloud.com</a>).</p>"
"2013-03-10","IMG_4254-150x150.jpg","First-Aid course at Malua BioBank","<p>Early this month nine of the SAFE crew went to Malua to participate in an Outdoor/Remote First-Aid course with fellow Research Assistants from both Danum Valley and Malua BioBank. The course was run by Joe and James from FieldSkills, with a guest appearance from Doctor Marvin from Kota Kinabalu.  Johnny, Maria, Opong, Mus, Harbin, Siun, Roy, Ika and Sarah all did SAFE proud with the three senior staff even learning how to put in IV drips by practicing on each other! (Relish in Johnny’s pain as Unding from Danum sticks it to him).   </p><p>
  <a href=""/safe_web/static/images/news_legacy/IMG_4254.jpg"">
    <img class=""alignnone size-medium wp-image-66659"" alt=""IMG_4254"" src=""/safe_web/static/images/news_legacy/IMG_4254-600x336.jpg"" width=""600"" height=""336""/>
  </a>
</p>"
"2013-03-01","Presentation1-150x150.jpg","Fractals for confusion","<div>It’s puzzled many and, on occasions, been a source of great frustration for researchers coming to work at SAFE.  Our sampling design is based on fractals, and it’s definitely not easy to understand.  There is a reason though, and this month Charlie Marsh and Rob Ewers published that reason.  It comes down to measuring diversity.  Most of the diversity in a rainforest isn’t found by counting every species you find in a single location – it’s by counting how many new species you find when you go to a new location.  But deciding where to put that new location can be a nightmare, hence the fractals.  If you’re a sucker for punishment, then read on <a href=""/safe_web/static/images/news_legacy/marsh-and-ewers-2013-MethodsEcolEvol.pdf"" target=""_self"" data-cke-saved-href=""/safe_web/static/images/news_legacy/marsh-and-ewers-2013-MethodsEcolEvol.pdf"">here</a>…</div><div style=""text-align: left;""/><div>
<div id=""attachment_66643"" style=""width: 426px"" class=""wp-caption aligncenter""><a href=""http://www.safeproject.net/news/fractals-for-confusion/attachment/presentation1/"" rel=""attachment wp-att-66643""><img class=""size-medium wp-image-66643"" title=""Presentation1"" src=""/safe_web/static/images/news_legacy/Presentation1-416x400.jpg"" alt="""" width=""416"" height=""400""/></a><p class=""wp-caption-text"">Fractal sampling design</p></div>
</div>"
"2013-02-16","2012-11-26-11.07.291-150x150.jpg","Composition of mammal communities","<p>Imperial College Ph.D. student, Oliver Wearn visited SAFE at the end of last year to run small mammal trapping grids.  During this visit he collected all his cameras in E Block, re-trapped E Block, which he first sampled a year ago, and then moved on to mark grids in the VJR and set up his cameras there.  Approximately 20% of the mammals he caught in E were animals he had marked during previous visits, so he is getting great data on the population biology of up to a dozen different species. More details <a title=""Compsition of mammal communities"" href=""http://www.safeproject.net/projects/biodiversity/diversity-and-composition/composition-of-mammal-communities/"" target=""_blank"">here</a>.</p>"
"2013-02-16","8471267666_8bf0b81d82-150x150.jpg","Camp Renos","<p>As you read in our January Newsletter, the plans for the new Field Centre are ready but the new camp is still a-ways off.  We now have a new, but temporary, bridge over the river near B block and the road to the site is coming along nicely but there is still much work to be done before the Big Move.  In the meantime, Johnny and the lads are renovating the current camp with some new, sturdier shelters with tin roofs! You will barely recognise the joint on your next visit.</p>"
