"location","type","plot_size","display_order","parent","region","fractal_order","transect_order","centroid_x","centroid_y","source","bbox_xmin","bbox_ymin","bbox_xmax","bbox_ymax","wkt_wgs84"
"E_196","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.5803,4.693373,"SAFE_core_sampling_stations_WGS84.shp",117.5803,4.693373,117.5803,4.693373,"SRID=4326;POINT (117.5803 4.693373)"
"E_197","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.580213,4.692913,"SAFE_core_sampling_stations_WGS84.shp",117.580213,4.692913,117.580213,4.692913,"SRID=4326;POINT (117.5802 4.692913)"
"E_198","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.579842,4.693249,"SAFE_core_sampling_stations_WGS84.shp",117.579842,4.693249,117.579842,4.693249,"SRID=4326;POINT (117.5798 4.693249)"
"E_199","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.578257,4.695231,"SAFE_core_sampling_stations_WGS84.shp",117.578257,4.695231,117.578257,4.695231,"SRID=4326;POINT (117.5783 4.695231)"
"E_200","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.578175,4.694772,"SAFE_core_sampling_stations_WGS84.shp",117.578175,4.694772,117.578175,4.694772,"SRID=4326;POINT (117.5782 4.694772)"
"E_201","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.577805,4.695107,"SAFE_core_sampling_stations_WGS84.shp",117.577805,4.695107,117.577805,4.695107,"SRID=4326;POINT (117.5778 4.695107)"
"E_202","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.576814,4.696011,"SAFE_core_sampling_stations_WGS84.shp",117.576814,4.696011,117.576814,4.696011,"SRID=4326;POINT (117.5768 4.696011)"
"E_203","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.577267,4.696139,"SAFE_core_sampling_stations_WGS84.shp",117.577267,4.696139,117.577267,4.696139,"SRID=4326;POINT (117.5773 4.696139)"
"E_204","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.577182,4.695678,"SAFE_core_sampling_stations_WGS84.shp",117.577182,4.695678,117.577182,4.695678,"SRID=4326;POINT (117.5772 4.695678)"
"E_205","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.581437,4.693655,"SAFE_core_sampling_stations_WGS84.shp",117.581437,4.693655,117.581437,4.693655,"SRID=4326;POINT (117.5814 4.693655)"
"E_206","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.580994,4.693517,"SAFE_core_sampling_stations_WGS84.shp",117.580994,4.693517,117.580994,4.693517,"SRID=4326;POINT (117.581 4.693517)"
"E_207","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.581118,4.693995,"SAFE_core_sampling_stations_WGS84.shp",117.581118,4.693995,117.581118,4.693995,"SRID=4326;POINT (117.5811 4.693995)"
"E_208","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.581458,4.6953,"SAFE_core_sampling_stations_WGS84.shp",117.581458,4.6953,117.581458,4.6953,"SRID=4326;POINT (117.5815 4.6953)"
"E_209","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.581781,4.694952,"SAFE_core_sampling_stations_WGS84.shp",117.581781,4.694952,117.581781,4.694952,"SRID=4326;POINT (117.5818 4.694952)"
"E_210","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.581334,4.694815,"SAFE_core_sampling_stations_WGS84.shp",117.581334,4.694815,117.581334,4.694815,"SRID=4326;POINT (117.5813 4.694815)"
"E_211","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.582472,4.697626,"SAFE_core_sampling_stations_WGS84.shp",117.582472,4.697626,117.582472,4.697626,"SRID=4326;POINT (117.5825 4.697626)"
"E_212","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.582152,4.697968,"SAFE_core_sampling_stations_WGS84.shp",117.582152,4.697968,117.582152,4.697968,"SRID=4326;POINT (117.5822 4.697968)"
"E_213","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.582028,4.697485,"SAFE_core_sampling_stations_WGS84.shp",117.582028,4.697485,117.582028,4.697485,"SRID=4326;POINT (117.582 4.697485)"
"E_214","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.582367,4.698799,"SAFE_core_sampling_stations_WGS84.shp",117.582367,4.698799,117.582367,4.698799,"SRID=4326;POINT (117.5824 4.698799)"
"E_215","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.582814,4.698939,"SAFE_core_sampling_stations_WGS84.shp",117.582814,4.698939,117.582814,4.698939,"SRID=4326;POINT (117.5828 4.698939)"
"E_216","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.582489,4.69928,"SAFE_core_sampling_stations_WGS84.shp",117.582489,4.69928,117.582489,4.69928,"SRID=4326;POINT (117.5825 4.69928)"
"E_217","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.580021,4.692529,"SAFE_core_sampling_stations_WGS84.shp",117.580021,4.692529,117.580021,4.692529,"SRID=4326;POINT (117.58 4.692529)"
"E_218","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.579663,4.692824,"SAFE_core_sampling_stations_WGS84.shp",117.579663,4.692824,117.579663,4.692824,"SRID=4326;POINT (117.5797 4.692824)"
"E_219","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.579553,4.692372,"SAFE_core_sampling_stations_WGS84.shp",117.579553,4.692372,117.579553,4.692372,"SRID=4326;POINT (117.5796 4.692372)"
"E_220","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.578274,4.691943,"SAFE_core_sampling_stations_WGS84.shp",117.578274,4.691943,117.578274,4.691943,"SRID=4326;POINT (117.5783 4.691943)"
"E_221","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.578748,4.692104,"SAFE_core_sampling_stations_WGS84.shp",117.578748,4.692104,117.578748,4.692104,"SRID=4326;POINT (117.5787 4.692104)"
"E_222","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.578389,4.692404,"SAFE_core_sampling_stations_WGS84.shp",117.578389,4.692404,117.578389,4.692404,"SRID=4326;POINT (117.5784 4.692404)"
"E_223","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.575638,4.691069,"SAFE_core_sampling_stations_WGS84.shp",117.575638,4.691069,117.575638,4.691069,"SRID=4326;POINT (117.5756 4.691069)"
"E_224","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.57575,4.691524,"SAFE_core_sampling_stations_WGS84.shp",117.57575,4.691524,117.57575,4.691524,"SRID=4326;POINT (117.5757 4.691524)"
"E_225","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.57611,4.691229,"SAFE_core_sampling_stations_WGS84.shp",117.57611,4.691229,117.57611,4.691229,"SRID=4326;POINT (117.5761 4.691229)"
"E_226","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.574474,4.6911,"SAFE_core_sampling_stations_WGS84.shp",117.574474,4.6911,117.574474,4.6911,"SRID=4326;POINT (117.5745 4.6911)"
"E_227","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.574836,4.690802,"SAFE_core_sampling_stations_WGS84.shp",117.574836,4.690802,117.574836,4.690802,"SRID=4326;POINT (117.5748 4.690802)"
"E_228","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.574366,4.690642,"SAFE_core_sampling_stations_WGS84.shp",117.574366,4.690642,117.574366,4.690642,"SRID=4326;POINT (117.5744 4.690642)"
"E_229","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.58126,4.691674,"SAFE_core_sampling_stations_WGS84.shp",117.58126,4.691674,117.58126,4.691674,"SRID=4326;POINT (117.5813 4.691674)"
"E_230","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.581708,4.691798,"SAFE_core_sampling_stations_WGS84.shp",117.581708,4.691798,117.581708,4.691798,"SRID=4326;POINT (117.5817 4.691798)"
"E_231","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.581343,4.692131,"SAFE_core_sampling_stations_WGS84.shp",117.581343,4.692131,117.581343,4.692131,"SRID=4326;POINT (117.5813 4.692131)"
"E_232","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.582247,4.690765,"SAFE_core_sampling_stations_WGS84.shp",117.582247,4.690765,117.582247,4.690765,"SRID=4326;POINT (117.5822 4.690765)"
"E_233","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.582705,4.690889,"SAFE_core_sampling_stations_WGS84.shp",117.582705,4.690889,117.582705,4.690889,"SRID=4326;POINT (117.5827 4.690889)"
"E_234","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.582333,4.691225,"SAFE_core_sampling_stations_WGS84.shp",117.582333,4.691225,117.582333,4.691225,"SRID=4326;POINT (117.5823 4.691225)"
"E_235","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.584742,4.689031,"SAFE_core_sampling_stations_WGS84.shp",117.584742,4.689031,117.584742,4.689031,"SRID=4326;POINT (117.5847 4.689031)"
"E_236","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.584372,4.689366,"SAFE_core_sampling_stations_WGS84.shp",117.584372,4.689366,117.584372,4.689366,"SRID=4326;POINT (117.5844 4.689366)"
"E_237","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.58429,4.688908,"SAFE_core_sampling_stations_WGS84.shp",117.58429,4.688908,117.58429,4.688908,"SRID=4326;POINT (117.5843 4.688908)"
"E_238","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.585733,4.688127,"SAFE_core_sampling_stations_WGS84.shp",117.585733,4.688127,117.585733,4.688127,"SRID=4326;POINT (117.5857 4.688127)"
"E_239","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.58528,4.687999,"SAFE_core_sampling_stations_WGS84.shp",117.58528,4.687999,117.58528,4.687999,"SRID=4326;POINT (117.5853 4.687999)"
"E_240","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.585365,4.68846,"SAFE_core_sampling_stations_WGS84.shp",117.585365,4.68846,117.585365,4.68846,"SRID=4326;POINT (117.5854 4.68846)"
"E_644","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,1,117.581106,4.692263,"SAFE_core_sampling_stations_WGS84.shp",117.581106,4.692263,117.581106,4.692263,"SRID=4326;POINT (117.5811 4.692263)"
"E_645","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,2,117.580115,4.693168,"SAFE_core_sampling_stations_WGS84.shp",117.580115,4.693168,117.580115,4.693168,"SRID=4326;POINT (117.5801 4.693168)"
"E_646","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,3,117.578074,4.695036,"SAFE_core_sampling_stations_WGS84.shp",117.578074,4.695036,117.578074,4.695036,"SRID=4326;POINT (117.5781 4.695036)"
"E_647","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,4,117.577083,4.695936,"SAFE_core_sampling_stations_WGS84.shp",117.577083,4.695936,117.577083,4.695936,"SRID=4326;POINT (117.5771 4.695936)"
"E_648","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,1,117.581175,4.693722,"SAFE_core_sampling_stations_WGS84.shp",117.581175,4.693722,117.581175,4.693722,"SRID=4326;POINT (117.5812 4.693722)"
"E_649","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,2,117.581513,4.695021,"SAFE_core_sampling_stations_WGS84.shp",117.581513,4.695021,117.581513,4.695021,"SRID=4326;POINT (117.5815 4.695021)"
"E_650","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,3,117.582214,4.697697,"SAFE_core_sampling_stations_WGS84.shp",117.582214,4.697697,117.582214,4.697697,"SRID=4326;POINT (117.5822 4.697697)"
"E_651","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,4,117.582549,4.699007,"SAFE_core_sampling_stations_WGS84.shp",117.582549,4.699007,117.582549,4.699007,"SRID=4326;POINT (117.5825 4.699007)"
"E_652","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,1,117.57975,4.692569,"SAFE_core_sampling_stations_WGS84.shp",117.57975,4.692569,117.57975,4.692569,"SRID=4326;POINT (117.5797 4.692569)"
"E_653","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,2,117.578478,4.692142,"SAFE_core_sampling_stations_WGS84.shp",117.578478,4.692142,117.578478,4.692142,"SRID=4326;POINT (117.5785 4.692142)"
"E_654","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,3,117.575831,4.691269,"SAFE_core_sampling_stations_WGS84.shp",117.575831,4.691269,117.575831,4.691269,"SRID=4326;POINT (117.5758 4.691269)"
"E_655","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,4,117.574562,4.690841,"SAFE_core_sampling_stations_WGS84.shp",117.574562,4.690841,117.574562,4.690841,"SRID=4326;POINT (117.5746 4.690841)"
"E_656","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,1,117.581441,4.691875,"SAFE_core_sampling_stations_WGS84.shp",117.581441,4.691875,117.581441,4.691875,"SRID=4326;POINT (117.5814 4.691875)"
"E_657","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,2,117.582432,4.69097,"SAFE_core_sampling_stations_WGS84.shp",117.582432,4.69097,117.582432,4.69097,"SRID=4326;POINT (117.5824 4.69097)"
"E_658","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,3,117.584473,4.689102,"SAFE_core_sampling_stations_WGS84.shp",117.584473,4.689102,117.584473,4.689102,"SRID=4326;POINT (117.5845 4.689102)"
"E_659","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,4,117.585464,4.688202,"SAFE_core_sampling_stations_WGS84.shp",117.585464,4.688202,117.585464,4.688202,"SRID=4326;POINT (117.5855 4.688202)"
"E_805","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,1,117.580675,4.692701,"SAFE_core_sampling_stations_WGS84.shp",117.580675,4.692701,117.580675,4.692701,"SRID=4326;POINT (117.5807 4.692701)"
"E_806","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,3,117.577649,4.695479,"SAFE_core_sampling_stations_WGS84.shp",117.577649,4.695479,117.577649,4.695479,"SRID=4326;POINT (117.5776 4.695479)"
"E_807","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,1,117.581402,4.69428,"SAFE_core_sampling_stations_WGS84.shp",117.581402,4.69428,117.581402,4.69428,"SRID=4326;POINT (117.5814 4.69428)"
"E_808","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,3,117.582347,4.698278,"SAFE_core_sampling_stations_WGS84.shp",117.582347,4.698278,117.582347,4.698278,"SRID=4326;POINT (117.5823 4.698278)"
"E_809","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,1,117.579042,4.692378,"SAFE_core_sampling_stations_WGS84.shp",117.579042,4.692378,117.579042,4.692378,"SRID=4326;POINT (117.579 4.692378)"
"E_810","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,3,117.575118,4.691163,"SAFE_core_sampling_stations_WGS84.shp",117.575118,4.691163,117.575118,4.691163,"SRID=4326;POINT (117.5751 4.691163)"
"E_811","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,1,117.581948,4.691414,"SAFE_core_sampling_stations_WGS84.shp",117.581948,4.691414,117.581948,4.691414,"SRID=4326;POINT (117.5819 4.691414)"
"E_812","SAFE Sampling point","25m x 25m",7,null,"SAFE",3,3,117.584974,4.688635,"SAFE_core_sampling_stations_WGS84.shp",117.584974,4.688635,117.584974,4.688635,"SRID=4326;POINT (117.585 4.688635)"
"E_872","SAFE Sampling point","25m x 25m",7,null,"SAFE",4,2,117.579166,4.694071,"SAFE_core_sampling_stations_WGS84.shp",117.579166,4.694071,117.579166,4.694071,"SRID=4326;POINT (117.5792 4.694071)"
"E_873","SAFE Sampling point","25m x 25m",7,null,"SAFE",4,2,117.5817,4.6956,"SAFE_core_sampling_stations_WGS84.shp",117.5817,4.6956,117.5817,4.6956,"SRID=4326;POINT (117.5817 4.6956)"
"E_874","SAFE Sampling point","25m x 25m",7,null,"SAFE",4,2,117.577101,4.691751,"SAFE_core_sampling_stations_WGS84.shp",117.577101,4.691751,117.577101,4.691751,"SRID=4326;POINT (117.5771 4.691751)"
"E_875","SAFE Sampling point","25m x 25m",7,null,"SAFE",4,2,117.583467,4.690053,"SAFE_core_sampling_stations_WGS84.shp",117.583467,4.690053,117.583467,4.690053,"SRID=4326;POINT (117.5835 4.690053)"
"F_241","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.540084,4.696135,"SAFE_core_sampling_stations_WGS84.shp",117.540084,4.696135,117.540084,4.696135,"SRID=4326;POINT (117.5401 4.696135)"
"F_242","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.54053,4.695924,"SAFE_core_sampling_stations_WGS84.shp",117.54053,4.695924,117.54053,4.695924,"SRID=4326;POINT (117.5405 4.695924)"
"F_243","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.540138,4.695674,"SAFE_core_sampling_stations_WGS84.shp",117.540138,4.695674,117.540138,4.695674,"SRID=4326;POINT (117.5401 4.695674)"
"F_244","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.54135,4.695096,"SAFE_core_sampling_stations_WGS84.shp",117.54135,4.695096,117.54135,4.695096,"SRID=4326;POINT (117.5413 4.695096)"
"F_245","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.541297,4.695561,"SAFE_core_sampling_stations_WGS84.shp",117.541297,4.695561,117.541297,4.695561,"SRID=4326;POINT (117.5413 4.695561)"
"F_246","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.541751,4.69535,"SAFE_core_sampling_stations_WGS84.shp",117.541751,4.69535,117.541751,4.69535,"SRID=4326;POINT (117.5418 4.69535)"
"F_247","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.54385,4.693924,"SAFE_core_sampling_stations_WGS84.shp",117.54385,4.693924,117.54385,4.693924,"SRID=4326;POINT (117.5438 4.693924)"
"F_248","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.543793,4.694386,"SAFE_core_sampling_stations_WGS84.shp",117.543793,4.694386,117.543793,4.694386,"SRID=4326;POINT (117.5438 4.694386)"
"F_249","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.544245,4.694176,"SAFE_core_sampling_stations_WGS84.shp",117.544245,4.694176,117.544245,4.694176,"SRID=4326;POINT (117.5442 4.694176)"
"F_250","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.545459,4.693604,"SAFE_core_sampling_stations_WGS84.shp",117.545459,4.693604,117.545459,4.693604,"SRID=4326;POINT (117.5455 4.693604)"
"F_251","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.545064,4.693348,"SAFE_core_sampling_stations_WGS84.shp",117.545064,4.693348,117.545064,4.693348,"SRID=4326;POINT (117.5451 4.693348)"
"F_252","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.545009,4.693814,"SAFE_core_sampling_stations_WGS84.shp",117.545009,4.693814,117.545009,4.693814,"SRID=4326;POINT (117.545 4.693814)"
"F_253","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.540463,4.694521,"SAFE_core_sampling_stations_WGS84.shp",117.540463,4.694521,117.540463,4.694521,"SRID=4326;POINT (117.5405 4.694521)"
"F_254","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.540828,4.694807,"SAFE_core_sampling_stations_WGS84.shp",117.540828,4.694807,117.540828,4.694807,"SRID=4326;POINT (117.5408 4.694807)"
"F_255","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.540881,4.694317,"SAFE_core_sampling_stations_WGS84.shp",117.540881,4.694317,117.540881,4.694317,"SRID=4326;POINT (117.5409 4.694317)"
"F_256","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.541027,4.692976,"SAFE_core_sampling_stations_WGS84.shp",117.541027,4.692976,117.541027,4.692976,"SRID=4326;POINT (117.541 4.692976)"
"F_257","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.540601,4.693186,"SAFE_core_sampling_stations_WGS84.shp",117.540601,4.693186,117.540601,4.693186,"SRID=4326;POINT (117.5406 4.693186)"
"F_258","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.540971,4.693473,"SAFE_core_sampling_stations_WGS84.shp",117.540971,4.693473,117.540971,4.693473,"SRID=4326;POINT (117.541 4.693473)"
"F_259","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.540905,4.690441,"SAFE_core_sampling_stations_WGS84.shp",117.540905,4.690441,117.540905,4.690441,"SRID=4326;POINT (117.5409 4.690441)"
"F_260","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.541325,4.690235,"SAFE_core_sampling_stations_WGS84.shp",117.541325,4.690235,117.541325,4.690235,"SRID=4326;POINT (117.5413 4.690235)"
"F_261","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.541269,4.69073,"SAFE_core_sampling_stations_WGS84.shp",117.541269,4.69073,117.541269,4.69073,"SRID=4326;POINT (117.5413 4.69073)"
"F_262","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.544718,4.698517,"SAFE_core_sampling_stations_WGS84.shp",117.544718,4.698517,117.544718,4.698517,"SRID=4326;POINT (117.5447 4.698517)"
"F_263","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.541415,4.689394,"SAFE_core_sampling_stations_WGS84.shp",117.541415,4.689394,117.541415,4.689394,"SRID=4326;POINT (117.5414 4.689394)"
"F_264","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.541046,4.689104,"SAFE_core_sampling_stations_WGS84.shp",117.541046,4.689104,117.541046,4.689104,"SRID=4326;POINT (117.541 4.689104)"
"F_265","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.541471,4.688901,"SAFE_core_sampling_stations_WGS84.shp",117.541471,4.688901,117.541471,4.688901,"SRID=4326;POINT (117.5415 4.688901)"
"F_266","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.546201,4.699606,"SAFE_core_sampling_stations_WGS84.shp",117.546201,4.699606,117.546201,4.699606,"SRID=4326;POINT (117.5462 4.699606)"
"F_267","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.541386,4.696091,"SAFE_core_sampling_stations_WGS84.shp",117.541386,4.696091,117.541386,4.696091,"SRID=4326;POINT (117.5414 4.696091)"
"F_268","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.541817,4.695919,"SAFE_core_sampling_stations_WGS84.shp",117.541817,4.695919,117.541817,4.695919,"SRID=4326;POINT (117.5418 4.695919)"
"F_269","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.541784,4.696383,"SAFE_core_sampling_stations_WGS84.shp",117.541784,4.696383,117.541784,4.696383,"SRID=4326;POINT (117.5418 4.696383)"
"F_270","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.542873,4.69718,"SAFE_core_sampling_stations_WGS84.shp",117.542873,4.69718,117.542873,4.69718,"SRID=4326;POINT (117.5429 4.69718)"
"F_271","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.54247,4.696882,"SAFE_core_sampling_stations_WGS84.shp",117.54247,4.696882,117.54247,4.696882,"SRID=4326;POINT (117.5425 4.696882)"
"F_272","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.542903,4.696706,"SAFE_core_sampling_stations_WGS84.shp",117.542903,4.696706,117.542903,4.696706,"SRID=4326;POINT (117.5429 4.696706)"
"F_273","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.545119,4.698813,"SAFE_core_sampling_stations_WGS84.shp",117.545119,4.698813,117.545119,4.698813,"SRID=4326;POINT (117.5451 4.698813)"
"F_274","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.54515,4.698346,"SAFE_core_sampling_stations_WGS84.shp",117.54515,4.698346,117.54515,4.698346,"SRID=4326;POINT (117.5451 4.698346)"
"F_275","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.546238,4.699137,"SAFE_core_sampling_stations_WGS84.shp",117.546238,4.699137,117.546238,4.699137,"SRID=4326;POINT (117.5462 4.699137)"
"F_276","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.545802,4.699311,"SAFE_core_sampling_stations_WGS84.shp",117.545802,4.699311,117.545802,4.699311,"SRID=4326;POINT (117.5458 4.699311)"
"F_277","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.539932,4.696437,"SAFE_core_sampling_stations_WGS84.shp",117.539932,4.696437,117.539932,4.696437,"SRID=4326;POINT (117.5399 4.696437)"
"F_278","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.53954,4.696186,"SAFE_core_sampling_stations_WGS84.shp",117.53954,4.696186,117.53954,4.696186,"SRID=4326;POINT (117.5395 4.696186)"
"F_279","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,1,117.539986,4.695976,"SAFE_core_sampling_stations_WGS84.shp",117.539986,4.695976,117.539986,4.695976,"SRID=4326;POINT (117.54 4.695976)"
"F_280","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.53872,4.697014,"SAFE_core_sampling_stations_WGS84.shp",117.53872,4.697014,117.53872,4.697014,"SRID=4326;POINT (117.5387 4.697014)"
"F_281","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.538319,4.69676,"SAFE_core_sampling_stations_WGS84.shp",117.538319,4.69676,117.538319,4.69676,"SRID=4326;POINT (117.5383 4.69676)"
"F_282","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,2,117.538773,4.696549,"SAFE_core_sampling_stations_WGS84.shp",117.538773,4.696549,117.538773,4.696549,"SRID=4326;POINT (117.5388 4.696549)"
"F_283","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.535825,4.697934,"SAFE_core_sampling_stations_WGS84.shp",117.535825,4.697934,117.535825,4.697934,"SRID=4326;POINT (117.5358 4.697934)"
"F_284","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.536277,4.697724,"SAFE_core_sampling_stations_WGS84.shp",117.536277,4.697724,117.536277,4.697724,"SRID=4326;POINT (117.5363 4.697724)"
"F_285","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,3,117.53622,4.698186,"SAFE_core_sampling_stations_WGS84.shp",117.53622,4.698186,117.53622,4.698186,"SRID=4326;POINT (117.5362 4.698186)"
"F_286","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.534611,4.698506,"SAFE_core_sampling_stations_WGS84.shp",117.534611,4.698506,117.534611,4.698506,"SRID=4326;POINT (117.5346 4.698506)"
"F_287","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.535006,4.698762,"SAFE_core_sampling_stations_WGS84.shp",117.535006,4.698762,117.535006,4.698762,"SRID=4326;POINT (117.535 4.698762)"
"F_288","SAFE Sampling point","25m x 25m",7,null,"SAFE",1,4,117.535061,4.698297,"SAFE_core_sampling_stations_WGS84.shp",117.535061,4.698297,117.535061,4.698297,"SRID=4326;POINT (117.5351 4.698297)"
"F_660","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,1,117.540252,4.695919,"SAFE_core_sampling_stations_WGS84.shp",117.540252,4.695919,117.540252,4.695919,"SRID=4326;POINT (117.5403 4.695919)"
"F_661","SAFE Sampling point","25m x 25m",7,null,"SAFE",2,2,117.541466,4.695347,"SAFE_core_sampling_stations_WGS84.shp",117.541466,4.695347,117.541466,4.695347,"SRID=4326;POINT (117.5415 4.695347)"
